chr	start	end	nCG	meanMethy1	meanMethy2
chr2	149085974	149086143	4	0.704983196362431	0.177366862215737
chr5	89213988	89214068	4	0.280781511976835	0.86290540352144
chr5	86506449	86506655	4	0.325269741125165	0.836858869934818
chr6	39598752	39599205	4	0.355641921564417	0.813017351754606
chr1	90464651	90464782	4	0.406707611438983	0.932042800708597
chr4	85457420	85457513	4	0.424627998250434	0.911334983216583
chr11	32562491	32562656	4	0.467204847555405	0.914367962247207
chr10	45662435	45662488	4	0.385663510669354	0.893495653801624
chr4	126923902	126923955	4	0.61900085586084	0.12029689071446
chr1	33729167	33729407	4	0.551691448250698	0.981837361241398
chr3	129027595	129027654	4	0.376315600844592	0.896143959928185
chr7	120207511	120207580	4	0.269347317685833	0.835663949782193
chr7	93160662	93160712	4	0.347492994413904	0.886001506865456
chr6	19846149	19846344	4	0.499707531347732	0.958067274900479
chr5	124253593	124253706	4	0.337078850490866	0.867146721909357
chr6	82635676	82635747	5	0.320631700825328	0.83396758859064
chr4	57176918	57176969	4	0.177324160435962	0.787292480266266
chr5	56562201	56562281	4	0.694472602254485	0.156082007810114
chr3	3548957	3549122	4	0.748675105851959	0.236271673873062
chr5	34329374	34329511	4	0.506603600389612	0.973667897807058
chr18	3395253	3395440	4	0.380100900998951	0.879854558612636
chr11	18653877	18654007	4	0.595515230835171	0.0941217973632086
chr20	3684075	3684320	4	0.767785131866693	0.241809718055556
chr2	44537390	44537467	4	0.366983856055609	0.894112753634961
chr2	177789629	177789815	4	0.390276813262741	0.872279797415411
chr6	70278162	70278311	4	0.455955841987064	0.93514294088195
chr6	94896670	94896723	5	0.753853965612698	0.249485612390038
chr10	33792061	33792157	4	0.486804996236219	0.952705045842954
chr18	37425172	37425259	4	0.404076566316112	0.908470057428445
chrX	78434423	78434532	4	0.415330700275858	0.949748173954608
chr11	59535407	59535541	4	0.419203461147056	0.918153155589615
chr1	140545814	140545991	4	0.82125303767454	0.268433790334037
chr9	14747830	14747887	5	0.754451648118119	0.258300118793409
chr14	84896264	84896566	4	0.436622797729838	0.90581936936036
chr1	164914278	164914336	4	0.353509150784647	0.873443152009025
chr7	75871197	75871265	4	0.410645138600977	0.889447450090097
chr11	76473388	76473513	4	0.867997427064201	0.32235886851337
LNAT02007399	5189	5250	4	0.495271834460181	0.969100520824162
chr7	85756876	85756972	4	0.876407868320604	0.301932850862371
chr14	87863201	87863292	4	0.642069571481099	0.119305340226765
chr7	106571043	106571108	4	0.844618479927325	0.329822977115098
chr1	35417038	35417137	4	0.393585422972543	0.875319853961317
chr19	20188704	20188831	4	0.449414068780534	0.911522045465567
chr7	43022699	43022891	4	0.469159719210683	0.923644308158735
chr8	80451204	80451410	4	0.474356302992432	0.937774087364834
chrX	27629870	27630037	4	0.51719148552777	0.9631625491373
chr20	5651066	5651131	4	0.721833404491277	0.178247486794785
chr3	74779833	74780003	4	0.673845860938555	0.137490740472873
chrX	47225806	47225871	4	0.393501811313743	0.926271505804345
chr14	49378234	49378382	4	0.716064461778584	0.157312917826951
chr5	84510768	84510857	4	0.338264044845119	0.847576152726962
chr1	6861094	6861214	4	0.261261872272195	0.775514497071484
chr10	83252100	83252199	4	0.401052801994641	0.903883478054069
chr7	106512880	106512999	4	0.832663612134129	0.325432484706208
chr9	27178006	27178187	4	0.250562893982823	0.795150151623737
chr16	70039251	70039494	4	0.296666950188736	0.800745979537601
chr1	191310228	191310443	4	0.618747733629384	0.129455135428261
chr18	3008436	3008538	4	0.432343877422719	0.912871453655136
chr8	64820330	64820381	4	0.71167242248497	0.156874525526839
chr18	754261	754432	4	0.395043593021597	0.872865244647841
chr1	163470077	163470371	4	0.502983463248861	0.0536200591138472
chr3	23777421	23777535	4	0.48741858761572	0.971396067654065
chr10	65053121	65053218	4	0.489258174008294	0.955504977120258
chr10	20094980	20095031	5	0.245256390193342	0.733056139111274
chr2	103400095	103400193	4	0.390739717969801	0.908270117548876
chr8	82728912	82728965	5	0.800505967968929	0.331735227369312
chr10	24614549	24614656	4	0.927230322748461	0.402286730234413
chr1	204386255	204386457	4	0.672746486619741	0.153171134967837
chrX	60438319	60438372	4	0.454917010007315	0.935896428382652
chr4	86698657	86698744	4	0.267044151058583	0.803018976097347
chr17	28271159	28271291	4	0.721766070713387	0.120543345778864
chr16	44510341	44510509	4	0.537808815744291	0.983196133693599
chr1	177393547	177393607	4	0.334726741869677	0.866759255158852
chr9	5434190	5434274	4	0.469866749304508	0.93901702384467
chr16	28745953	28746078	4	0.578102810226277	0.10981876248815
chr18	26082043	26082114	4	0.384183945236896	0.872225175067206
chr15	66328329	66328406	5	0.213322978703066	0.711972713892126
chr8	25060129	25060386	4	0.687647797170066	0.131361534414325
chr8	25129629	25129702	5	0.323472170426293	0.806520394835549
chr5	3187937	3188031	4	0.28244688916913	0.812950377498774
chr2	149071176	149071359	4	0.820759748891914	0.2558682162881
chr1	47729911	47730152	4	0.272818394262536	0.794848325168503
chr14	71941768	71941921	4	0.303441521476173	0.838801137081204
chr11	46966937	46967039	4	0.426741734292559	0.928924731462715
chr11	5867683	5867756	4	0.419786767263773	0.927124355928759
chrX	103911870	103911922	4	0.552842956453975	0.987036957425223
chr13	62487718	62487797	4	0.307510265297093	0.861715673006038
chr1	39343532	39343658	4	0.638007301681874	0.149569375990974
chr9	34491222	34491282	4	0.657835465497899	0.106979118938366
chr6	14310969	14311026	4	0.359646356994392	0.883193054965603
chrX	65459373	65459806	4	0.308571814931181	0.790064787667409
chr1	184145193	184145243	4	0.391174286953575	0.898598547245996
chr7	114899157	114899394	4	0.44700158285492	0.931113174385304
chr3	75845241	75845330	4	0.408118186521144	0.900047906020112
chr3	103999257	103999447	4	0.436608809204055	0.926770381302763
chr6	69520346	69520522	4	0.377810376541798	0.81543622371418
chr6	33768329	33768444	4	0.599109416810281	0.103512592178278
chr15	56086312	56086450	4	0.493073814986978	0.942515813674776
chr2	195692904	195693006	4	0.300707449283209	0.939496606182061
chr3	109787705	109788359	8	0.647866641642394	0.380140359641002
chr6	1157581	1157654	4	0.455328388727464	0.916784121417073
chr12	60978386	60978526	4	0.470692960149862	0.92720531112399
chr2	2424057	2424164	4	0.798973972262939	0.207262896325173
chr3	60051848	60052081	4	0.491199470663113	0.954497595644776
chr6	15051048	15051143	4	0.41076399361854	0.911448964334511
chr16	90878774	90878891	4	0.380989107584819	0.894102703676953
chr7	5303067	5303126	4	0.637076787016526	0.142884736968119
chr14	87219870	87220001	4	0.810696884295135	0.309174725398032
chr2	151770771	151770970	4	0.413344128421764	0.902829771023604
chr5	109758834	109758916	4	0.620204327579619	0.104344419048552
chrX	109129008	109129290	4	0.40318303279063	0.917568790834638
chrX	78361633	78362026	4	0.406209910988964	0.902140783749179
chr1	154654268	154654338	4	0.700417701679269	0.182211326529833
chrX	25574144	25574224	4	0.501399157142402	0.984732834647012
chr7	111152494	111152640	4	0.906438845129234	0.397279982769773
chr3	81191734	81191910	4	0.654499709716052	0.112387680143069
chr20	24868206	24868319	4	0.333742139010331	0.852352117601343
chr6	53729032	53729141	4	0.2600398770259	0.78595597600852
chr19	22063826	22063960	4	0.567119917891081	0.991818379841163
chr18	8037965	8038041	4	0.407954958748425	0.925715496617731
chr10	24882320	24882455	4	0.555389459901607	0.0731711085254593
chr1	26938449	26938600	4	0.759314695693459	0.208743679052386
chrX	60484131	60484257	4	0.325373204481977	0.865515321756591
chr12	77027390	77027445	5	0.332525699517356	0.849641292617771
chr2	56135091	56135143	5	0.675327447034732	0.189303554426662
chr2	179070318	179070370	4	0.410936192181088	0.894662977565775
chr12	42534710	42534784	4	0.641487331332644	0.102304515486121
chr6	107680063	107680130	4	0.631503357504194	0.110606679126337
chr13	66027966	66028064	5	0.172947864805243	0.699008405707738
chr7	25647880	25647938	5	0.276936408633621	0.777649781980104
chr9	53956061	53956310	4	0.440339155818902	0.91201855142465
chr13	78434899	78434967	4	0.74398786659355	0.208003758659837
chr16	44796950	44797045	4	0.354899684315554	0.843944148461883
chr6	11356210	11356313	4	0.356224365118731	0.870486208863036
chr16	24622220	24622387	4	0.767426550726907	0.272271713322479
chr5	127662691	127662789	4	0.422884829853845	0.930399884343316
chr6	70048458	70048695	4	0.480512621737834	0.921622222471318
chr8	27264798	27264865	4	0.168554361571594	0.763076949488965
chr11	88437284	88437416	4	0.368637842122062	0.873812652249568
chrX	73047041	73047152	4	0.285538381860912	0.834320132542732
chr5	49718326	49718416	4	0.446763293418892	0.932195634143367
chr11	45837783	45837892	4	0.79212402664895	0.263599205887617
chrX	18731000	18731175	4	0.231868645296255	0.77891104169189
chr2	67679080	67679327	4	0.411998375106279	0.880786061272775
chr1	103767913	103768102	4	0.782479368607759	0.247245945708975
chr16	7826672	7826840	4	0.300573708164522	0.829587482925082
chrX	78193694	78193774	4	0.314195734686052	0.869812266983087
chr7	16933016	16933100	4	0.455072791890416	0.937455679355305
chr2	131543359	131543460	4	0.800427857904451	0.268942770890343
chr19	11441379	11441446	4	0.468725011765021	0.940734912673943
chr8	87901290	87901382	4	0.363071467407597	0.889458347818592
chr4	49203904	49203976	4	0.557626076786583	0.083046749105489
chr6	79357098	79357176	4	0.530715906493566	0.0517481582344787
chr9	10214463	10214658	4	0.310887344413688	0.842056669458841
chr14	29484483	29484601	4	0.578673087135116	0.0432820479345891
chr6	16778861	16779066	4	0.450836167383731	0.905411650959153
chr17	40013716	40013769	4	0.750324233454296	0.180370278613553
chr6	2949050	2949187	4	0.437192698213019	0.906225759223496
chr3	128836065	128836165	4	0.574653723649795	0.0794875504202719
chr5	56956850	56956975	4	0.490369284979411	0.949533947933509
chrX	109748881	109749044	4	0.307430729987908	0.846678294689808
chr5	112928222	112928272	5	0.802442283301341	0.295571144008441
chr7	14300237	14300436	4	0.463699830576971	0.910449139056939
chr12	73975354	73975500	4	0.472573935536635	0.955854379549186
chr14	77847302	77847614	4	0.325960412800816	0.790646552695282
chrX	83293493	83293588	4	0.60700317217532	0.091980097748673
chr1	39761223	39761453	4	0.767165250402441	0.213467396269221
chr8	43339629	43339746	4	0.448106477229202	0.964556110689125
chr4	40790358	40790452	4	0.668848619514441	0.155367082086758
chr5	15614194	15614282	4	0.470997231546913	0.944305914847108
chr8	98548812	98548868	4	0.55507848056423	0.0733849110135846
chr18	7376612	7376910	4	0.322114362802385	0.806732208105082
chr10	98214181	98214259	4	0.368431744602301	0.886897734876242
chr14	85527623	85527725	4	0.583790059255436	0.096755792089798
chr4	111418541	111418664	4	0.590192789286049	0.117014945310284
chr1	129320075	129320252	4	0.703446329825891	0.173475929855392
chr6	53986006	53986072	4	0.456039944859254	0.0259251538791232
chr7	93186260	93186418	4	0.477288849366468	0.919257268201171
chr10	7719473	7719626	4	0.786723294385529	0.238262591476441
chr2	152434626	152434678	4	0.707916868288256	0.172252303001721
chr10	94522922	94522981	4	0.737114807020527	0.217106748003919
chr5	88923258	88923348	4	0.820641561582936	0.274691259236653
chr9	32549112	32549168	4	0.477232424943094	0.946896514849523
chr3	102399173	102399258	5	0.802340850184179	0.28976343970327
chr3	63954041	63954275	4	0.268751021073516	0.802887825922051
chr1	42112773	42112973	4	0.302874341337983	0.78331276747403
chr3	87133492	87133662	4	0.286012521491341	0.86073731860016
chr3	68773026	68773161	4	0.400153788388409	0.884180953452866
LNAT02000470	160	213	5	0.717007084055283	0.205197024948656
chr8	51563172	51563356	4	0.33430041328016	0.862174417180906
chr14	43021717	43021773	4	0.0741340625525731	0.621084115052538
chr9	47903397	47904213	4	0.372157063165913	0.820960256057996
chr6	119555815	119555946	4	0.635950725086994	0.130037872100749
chr6	54150992	54151118	4	0.849061829175164	0.278915221728318
chr9	63324240	63324483	4	0.40921272035755	0.881246295042562
chr3	61847450	61847590	4	0.72321647811027	0.233886962465881
chr2	186030702	186031416	4	0.778304637377218	0.233510074192122
chr8	13143040	13143131	4	0.263190406889886	0.810995579939338
chr1	49583455	49583569	4	0.452214055100068	0.924319806897897
chrX	64761580	64761736	4	0.329198330093788	0.863544457654307
chr16	65264055	65264277	4	0.902053161408991	0.389035389919492
chr5	40202286	40202365	4	0.870835514411523	0.304930345034765
chr18	7580256	7580349	4	0.293719656063651	0.910077335117852
chr16	83283302	83283479	4	0.849622793818702	0.289311063258729
chr15	32312399	32312622	4	0.540286663308425	0.970816532948553
chr8	8560468	8560551	4	0.354338661281551	0.873033571314415
chr15	60571803	60571932	4	0.429287494884798	0.929270423281211
chrX	85883927	85884002	4	0.53669217264113	0.986634805407324
chr11	72912345	72912569	4	0.340154686979834	0.834020455467116
chr1	58623964	58624026	4	0.787822437646791	0.271121574655942
chr9	68497267	68497450	4	0.855809765492458	0.328174512738086
chr17	28916818	28916901	4	0.40155549190725	0.879630246134787
chr15	90465607	90465720	4	0.479493386737102	0.949656433573803
chr14	29324190	29324339	4	0.321517478852066	0.875647509295466
LNAT02010514	7642	8062	4	0.398818028905326	0.87111661517469
chr1	157231456	157231543	4	0.190369186621916	0.724535550600287
chr1	134818205	134818269	4	0.281120538734148	0.819357330427911
chr2	185645264	185645352	4	0.708717665752756	0.151089621329542
chr10	28465757	28465817	4	0.828677793707512	0.324931274557111
chr7	3447161	3447352	4	0.498708677260412	0.0437905156220668
chr7	127895388	127895478	4	0.222927661246872	0.767720759873701
chr2	68027716	68027795	4	0.827963616861953	0.257896558506435
chr11	57775214	57775409	4	0.450000379496869	0.904704097555795
chr9	37824978	37825036	4	0.703873565206633	0.195082606448351
chr13	42872490	42872585	4	0.136805076618152	0.69052901296791
chr2	132363195	132363257	4	0.332403686009354	0.848128380331314
LNAT02007409	43	106	4	0.621108073705531	0.118127866237413
chr3	46696144	46696384	4	0.628408319784239	0.141109095642782
chr9	12141182	12141267	4	0.50792928061873	0.957479375522722
chr5	122223398	122223529	4	0.543792627834492	0.0703431951142185
chr17	5094377	5094437	4	0.654784739680493	0.144230997964078
chr9	41011123	41011213	4	0.492513186005425	0.964491469958532
chr1	164309688	164309824	4	0.761035310479015	0.255473335310043
chr12	67234351	67234435	4	0.582257588511319	0.0779020031016725
chr13	88592721	88592850	4	0.761363899747932	0.215834483798585
chr12	70099415	70099565	4	0.499126676252933	0.939084669883851
chr16	76893837	76893940	4	0.47013122210997	0.955888882840135
chr2	69951188	69951385	4	0.35017302719953	0.860309757664694
chr6	38389664	38389743	4	0.36957250943602	0.890538139539709
chr16	68812672	68812757	4	0.301182678234894	0.847921012487458
chr1	87616982	87617149	4	0.527615589237613	0.95617728963039
chr8	110822227	110822451	4	0.453764518004293	0.909674899684201
chr7	85203357	85203601	4	0.766274848447044	0.250532941825215
chr16	69750736	69750842	4	0.484932676281548	0.932603117262992
chr15	41930726	41930858	4	0.623635436764348	0.141919492176331
chr9	61898927	61898989	4	0.405255863230258	0.893872957379198
LNAT02011404	3959218	3959363	4	0.341680945471901	0.830464877431228
chr16	35925303	35925407	4	0.466100950667658	0.949799405157326
chr10	80712955	80713042	4	0.609159712593905	0.101498745123635
chr3	111991179	111991253	4	0.369860142551919	0.881979352838782
chrX	28090157	28090382	4	0.27314344983399	0.792966499676411
chr1	36556437	36556492	4	0.461240795534579	0.935672726117552
chrX	70342145	70342211	4	0.389056608214804	0.978878104048584
chr17	6467921	6468044	4	0.472087938615848	0.958844975116534
chr3	56129786	56130000	4	0.493375315861048	0.926100077512972
chr15	49523818	49523965	4	0.354860110080852	0.857077240432297
chr6	24979849	24979988	4	0.390368962178682	0.870815800091974
chr7	97864432	97864510	4	0.665636213149714	0.157474363330374
chr13	29575275	29575368	4	0.380908857389626	0.911316091381714
chr1	32259484	32259547	4	0.778732539176941	0.235413207767156
chr2	174220219	174220318	4	0.61087047069471	0.114588954769141
chr3	18588533	18588601	4	0.283093211735631	0.816374666046013
chrX	70653588	70653752	4	0.433515973279982	0.928466729782108
chr1	127442330	127442551	4	0.417401924355904	0.883945735672033
chr8	91839827	91839925	4	0.684160970871377	0.18782314027919
chr10	103499946	103500142	4	0.375044120111336	0.898739013458069
LNAT02006916	6073	6134	4	0.710606034591721	0.186228650685232
chr8	56223898	56224088	4	0.791951066909259	0.261841048545972
chr7	49846095	49846284	4	0.297276524397249	0.783227358007303
chrX	84532484	84532590	4	0.305524147355553	0.83870217351535
chr4	74559415	74559479	4	0.512082606882981	0.0460611894794026
chr16	55615920	55616040	4	0.433640289054526	0.906754104479677
chr1	137356237	137356348	4	0.52926402108418	0.958900555921605
chr5	130327496	130327569	4	0.770462743335724	0.221902607240032
chr14	94556236	94556432	4	0.352651568300185	0.854230316330971
chr3	35119744	35119990	4	0.680366168217749	0.158698638653703
chr10	104451356	104451601	4	0.556171174960327	0.086645851600229
chr14	21828544	21828651	4	0.349713943978455	0.837880473291828
chr5	109973556	109973790	4	0.308244453722044	0.819569535132296
chrX	50000316	50000531	4	0.425447869171725	0.924182627858343
chr14	48233932	48234150	4	0.439441432583935	0.916761557825887
chr12	31193074	31193146	4	0.178828232696951	0.718004582252159
chr6	126263842	126263908	4	0.652195144726229	0.108536762918995
chr2	95373613	95373717	4	0.328198849167302	0.822906751330629
chr3	138755035	138755198	4	0.485058293554263	0.935737473081772
chr2	32224619	32224813	4	0.403802824963904	0.882573067674197
chr14	5835424	5835491	4	0.913394725680696	0.400795358992151
chr6	94815032	94815238	4	0.434476600897621	0.880588713156964
chrX	27697283	27697450	4	0.388908386957909	0.930320039218928
chr14	16866734	16866794	5	0.422188229088428	0.885897675790282
chr6	48237635	48237894	4	0.312240216677419	0.824630687528669
chr20	4712205	4712299	4	0.443887084796226	0.909746756711405
chr4	113312150	113312210	4	0.794713668882099	0.258558109213478
chr6	2451690	2451831	4	0.718115304396151	0.228511235465004
chr5	65457665	65457715	4	0.466561125310908	0.929711490805629
chr8	55040122	55040184	4	0.435756221572872	0.945530966257153
chr4	123367101	123367165	4	0.762004061252172	0.218166223952741
chr18	22777425	22777497	4	0.397715848209577	0.929385096659789
chr1	34851611	34851840	4	0.451676614428502	0.93464278697324
chr16	62647222	62647295	4	0.244789329111616	0.808251007896582
chr2	10403175	10403232	4	0.404466173889719	0.9032606039014
chr10	70410818	70410960	4	0.725368834783162	0.210505135742871
chrX	80076465	80076870	4	0.537341296080399	0.985656532907997
chrX	84572983	84573060	4	0.790893926268319	0.232224511230843
chr10	49324958	49325122	4	0.494460476606712	0.950967903171595
chr8	55920975	55921170	4	0.860168553416593	0.303890388004348
chr5	109236299	109236361	4	0.772899462442291	0.187470827794556
chr3	28318520	28318570	4	0.46045328772419	0.954686878994554
chr13	46532579	46532637	5	0.252391703956296	0.750166459937427
chrX	105640808	105640862	5	0.743667072030574	0.239004293920575
chr5	96265550	96265672	4	0.286727553548801	0.809649830840386
chr2	109677574	109677647	4	0.607657630656906	0.0962932572170131
chr9	31052364	31052495	4	0.360689928894281	0.871986055177328
chr8	41035207	41035452	4	0.222967988805511	0.729988118447648
chr6	113545255	113545391	4	0.471207076795072	0.918831026025419
chr4	65727768	65727829	4	0.404615762957645	0.878724323141822
chr8	43794549	43794654	4	0.829725869734142	0.257099783247229
chr1	177233806	177233956	4	0.577778360903896	0.0845695219573314
chr11	101951627	101951694	4	0.318224383422278	0.865808989692571
chr14	19494245	19494388	4	0.384069549326189	0.887122027995288
chr2	64082551	64082658	4	0.383275121522593	0.880048626330865
chr8	66340973	66341101	4	0.763950073789423	0.24363321449209
chrX	105545322	105545391	4	0.687679848950591	0.158581657086598
chr11	46334728	46335007	4	0.676752751764444	0.2085910152453
LNAT02011143	1453	1510	4	0.35540822872817	0.86848666527954
chr15	51364811	51364940	4	0.322738846847991	0.851013966323029
chr7	53198308	53198381	4	0.347942322462842	0.864943985207198
chr15	53133762	53133903	4	0.304696642981566	0.818488944258084
chr6	23535989	23536152	4	0.458122382830886	0.914198649225466
chr4	135344137	135344207	4	0.679317431558428	0.11092946530219
chr14	28014638	28014770	4	0.87820622704077	0.261629264343136
chr6	68899398	68899582	4	0.680737932557477	0.183447409901387
chr3	95926931	95927089	4	0.377226959826418	0.848971264225732
LNAT02007584	1818	1876	4	0.411061709357091	0.916747123842562
chr9	87941276	87941414	5	0.170859647380283	0.686110882806785
chr9	41187802	41187968	4	0.637088502359086	0.117498172408731
chr5	120169765	120169922	4	0.306079788343346	0.827558745001721
chr3	60968119	60968353	4	0.49103456311174	0.917445324498859
chr6	67363995	67364073	4	0.395416649400294	0.896011882765821
chr14	68545077	68545320	4	0.304522148839261	0.80295182914373
chrX	65426631	65426867	4	0.338696937414649	0.849666719233151
chrX	21896011	21896117	4	0.400569985603401	0.923805956450838
chr11	27802976	27803031	4	0.569299087311105	0.0845998905277492
chr1	37164704	37164754	4	0.42998365062216	0.916440590275573
chr5	7541828	7541936	4	0.439696776467853	0.915008355990073
chr7	38443526	38443582	4	0.4063425488463	0.924072483422229
chr1	29786531	29786620	4	0.728544823123932	0.122137818599948
chr7	107411558	107411640	4	0.445778554896241	0.935763962492004
chr9	52369269	52369437	4	0.608139079268131	0.10273537100728
chr3	108136337	108136392	4	0.306748721922073	0.819198544897509
chr6	108720488	108720639	4	0.413633715113679	0.890523867841983
chr4	29450045	29450148	4	0.339370827824102	0.845260955450193
chr2	48842288	48842626	4	0.428334543734746	0.881928357760713
chr1	153783060	153783128	4	0.637814897747311	0.100162134184235
chr4	38279034	38279116	4	0.362517434013358	0.883203234026379
chr14	41077846	41077965	5	0.368461118654141	0.914690599846269
chrX	59740124	59740254	4	0.48768667546722	0.971569717797407
LNAT02005245	6244	6340	4	0.481042693875463	0.949982374091808
chr14	54674541	54674645	4	0.272703353167033	0.795914861943858
chr1	203217372	203217451	4	0.401934487214676	0.892503707479038
chr5	2715768	2715913	4	0.576181018955328	0.101087910781456
chr1	188206201	188206362	4	0.449401776425558	0.936428795719108
chr4	15035246	15035324	4	0.860118829338927	0.288523674778132
chr3	124393755	124393900	4	0.466690685767001	0.023166527919466
chr8	25671818	25671934	4	0.572456975118185	0.0346589677860861
chr11	45640616	45640743	4	0.356887863234028	0.868905688334539
chr1	141357022	141357147	4	0.736786378532587	0.212365787541142
chr3	62080142	62080199	4	0.730726776685311	0.17336269159344
chr5	44105872	44105951	4	0.0477804139805873	0.534283489871319
chr15	20580155	20580220	4	0.468678520651221	0.928510457667205
chrX	109253684	109253735	4	0.846032124184859	0.293376479538858
chr15	52227776	52227938	4	0.677893813371334	0.16394333798319
chr10	47036336	47036586	4	0.3726776739739	0.861066617260444
chr1	154059934	154060015	4	0.612859227223154	0.0813180662378377
chr9	63735616	63735772	4	0.150324981921325	0.67300736845389
chr13	49836841	49836933	4	0.382806741652442	0.91814753633434
chr11	56660763	56660902	4	0.444455208068032	0.93579977798143
chr13	66429557	66429687	4	0.806338179620596	0.284826283126898
chr3	61426490	61426650	4	0.741754999557681	0.243426196252958
chr1	42782326	42782551	4	0.482351414249432	0.92433045515966
chr14	49767173	49767251	4	0.350409331778882	0.870129635008622
chr15	37890944	37891075	4	0.511885043293947	0.945318426945432
chr11	7340780	7340852	4	0.700851286739053	0.189135362901243
LNAT02011404	5645197	5645290	4	0.264241393929065	0.781841293185648
chr6	12907682	12907782	4	0.128358587744345	0.679235179842425
chr14	85872766	85872889	4	0.49083517739071	0.921722171658918
chr6	69034263	69034463	4	0.423787315591681	0.88274461164543
chr19	35423358	35423588	4	0.357518796216009	0.847174105359431
chr6	119012021	119012146	4	0.602946024979116	0.0946266133760496
chr10	107256557	107256640	4	0.614109429477726	0.117294569328261
chr8	126569050	126569153	4	0.284967196378045	0.788508249598395
chr5	29666948	29667035	4	0.642082938943662	0.120375922709443
chr6	28332196	28332259	4	0.333836920889618	0.882770304813491
chr12	57845408	57845470	4	0.383455563694097	0.885099748531868
chr11	32432229	32432443	4	0.448609459826431	0.893265985095712
chr2	24654639	24654794	4	0.525995798064424	0.951018565954387
chr3	59298973	59299138	4	0.366896589550431	0.866236343006632
LNAT02063175	1016	1073	4	0.0513521690295711	0.598938936576123
chr9	63371980	63372148	4	0.488471394527926	0.940561583299044
chr7	71820657	71820715	4	0.334005481146446	0.941843051246129
chr3	48870485	48870588	4	0.865782267292116	0.301366060192538
chr2	72401818	72402042	4	0.445605383263715	0.907146663677979
chrX	3607807	3607878	4	0.52465276896126	0.953538232619876
chr1	180850146	180850196	4	0.770041333492405	0.248325124321315
chr1	130724141	130724282	4	0.444699971518615	0.928151209456172
chr1	45407846	45407967	4	0.868887025857437	0.375509223753766
chr6	97707437	97707496	4	0.623577442018411	0.0941142789753904
chr14	22299028	22299265	4	0.448391066253957	0.898333969344297
chr14	53768571	53769476	4	0.532254438657506	0.982114220119961
chr5	99344441	99344652	4	0.412338151975711	0.88098259380887
chr6	73188842	73189025	4	0.385596237297206	0.899299319364734
chr15	11358090	11358167	4	0.397827785917884	0.900729693547307
chr3	133788707	133788824	4	0.688958435911752	0.156322099159387
chr8	71180604	71180827	4	0.441545830748254	0.918548515971149
LNAT02008343	4167	4248	4	0.307059608839373	0.797709892161422
chr18	37164542	37164662	4	0.384608220640628	0.875717601506235
chr9	57578163	57578243	4	0.62431236221633	0.110887842489802
chr1	122754190	122754250	4	0.266465269512097	0.803257882015708
chr11	110340318	110340402	4	0.436880924349088	0.918109973876172
chr2	56079853	56079910	4	0.133307867904737	0.640360772797248
chr12	61335337	61335425	4	0.47501352258616	0.958161723991578
chr8	117297191	117297361	4	0.489727237142954	0.92755123406244
chr1	60028748	60028821	4	0.513286747773279	0.955663263010731
chr4	65466086	65466140	4	0.725028128367574	0.197176121215591
chr13	69247917	69248001	4	0.171395710905563	0.685735721198739
chr1	49722460	49722522	4	0.539107924873265	0.969146123328233
chr3	42109360	42109450	4	0.674464355816457	0.182275209212445
chr9	97986649	97986780	4	0.386204963759209	0.849165921719589
chr13	35514423	35514504	4	0.657052145352243	0.11842437831118
chr12	64067802	64067906	4	0.244124285786879	0.767747522326187
chrX	17910677	17910738	4	0.532209871216109	0.0434428205919713
chr10	5915455	5915639	4	0.241979739952727	0.728306563695464
chr4	69475722	69475826	4	0.317325691634017	0.829494958769906
chr5	125407792	125407856	4	0.433314115136915	0.914350796942063
chr18	1470571	1470631	4	0.379829099840841	0.90055156079369
chr1	36600653	36600722	4	0.546043268259958	0.971387272451524
chr11	44476877	44477027	4	0.401909610278893	0.890521492319374
chr12	21345823	21345875	4	0.841882884734071	0.294578385584673
chr4	41611229	41611416	4	0.477543888193744	0.92821163727815
chr4	36564322	36564494	4	0.622929085846364	0.0859116316636171
chr16	55208640	55208724	4	0.4892360226066	0.943896463998603
chr13	62663619	62663816	4	0.321862366749695	0.841650618392663
chr9	84930600	84930755	4	0.287304976294244	0.804179000819045
chr3	19976371	19976528	4	0.300820635297543	0.796183501098016
chrX	73049493	73049579	4	0.377932482368357	0.928382977156145
chr10	44903299	44903374	4	0.30081304875896	0.83556964116668
chr5	77345784	77345892	4	0.469309999370863	0.932654854314026
chr11	76147667	76147822	4	0.741738788075324	0.240310940134007
chr8	101891667	101891735	5	0.267395803980044	0.786248978422507
chr11	39245013	39245149	4	0.730757745906636	0.172040227003608
chr2	177608970	177609138	4	0.42761344581015	0.899621749479622
chr15	62884117	62884256	4	0.348075227837658	0.851940375152152
chrX	24092541	24092700	4	0.423086794788369	0.924822900777553
chr16	80798037	80798090	4	0.328258370533438	0.819323248259537
chr7	15933306	15933395	4	0.286549773613051	0.795677249590812
chr5	116829064	116829314	4	0.36542572147239	0.870734137128784
chr14	28031813	28031877	4	0.718642374220359	0.13009910221089
chr7	11130122	11130172	4	0.540656005370403	0.992389475488447
chr16	46589986	46590086	4	0.533675956661934	0.971655291463113
chr10	44940173	44940386	4	0.607151756840749	0.132031443332991
chr1	115215080	115215132	4	0.576265285802372	0.986159950813588
chr9	9188540	9188614	4	0.307918793274894	0.822846174538773
chr3	21615647	21615721	4	0.268282083087415	0.836899965661216
chr18	19607428	19607504	4	0.415260000437235	0.901674777392048
