Review Found	Author	Title	Year	Global Region	Country 	Location	PCR N Tested	PCR N Positive	% PCR  Positive	Microscopy N Tested	Microscopy N Positive	% Microscopy  Positive	Historical Transmission	Current Transmission	Setting_20	Setting_15	Setting_10	Setting_5	PCR_Method	Microscopy_Fields	Sampling_Season	Notes
Okell et al.	Roper	Detection of very low level Plasmodium falciparum infections using the nested polymerase chain reaction and a reassessment of the epidemiology of unstable malaria in Sudan	1996	East Africa	Sudan	Gadaref	79	15	18.99	79	4	5.06	0.0293	0.0293	Low_Low	Low_Low	Low_Low	Low_Low	Nested	200	Dry	
Okell et al.	Roper	Detection of very low level Plasmodium falciparum infections using the nested polymerase chain reaction and a reassessment of the epidemiology of unstable malaria in Sudan	1996	East Africa	Sudan	Gadaref	79	19	24.05	79	8	10.13	0.0293	0.0293	Low_Low	Low_Low	Low_Low	Low_Low	Nested	200	Dry	
Okell et al.	Roper	Detection of very low level Plasmodium falciparum infections using the nested polymerase chain reaction and a reassessment of the epidemiology of unstable malaria in Sudan	1996	East Africa	Sudan	Gadaref	73	14	19.18	73	0	0.00	0.0293	0.0293	Low_Low	Low_Low	Low_Low	Low_Low	Nested	200	Dry	
Okell et al.	John	Low prevalence of Plasmodium falciparum infection among asymptomatic individuals in a highland area of Kenya	2005	East Africa	Kenya	Nyanza	123	13	10.57	123	10	8.13	0.3346	0.4063	High_High	High_High	High_High	High_High	Nested	NA	Wet	
Okell et al.	John	Low prevalence of Plasmodium falciparum infection among asymptomatic individuals in a highland area of Kenya	2005	East Africa	Kenya	Nyanza	267	25	9.36	267	17	6.37	0.3346	0.4063	High_High	High_High	High_High	High_High	Nested	NA	Dry	
Okell et al.	John	Low prevalence of Plasmodium falciparum infection among asymptomatic individuals in a highland area of Kenya	2005	East Africa	Kenya	Nyanza	273	16	5.86	273	8	2.93	0.3346	0.4063	High_High	High_High	High_High	High_High	Nested	NA	Dry	
Okell et al.	John	Low prevalence of Plasmodium falciparum infection among asymptomatic individuals in a highland area of Kenya	2005	East Africa	Kenya	Nyanza	152	9	5.92	152	2	1.32	0.3346	0.4063	High_High	High_High	High_High	High_High	Nested	NA	Wet	
Okell et al.	John	Low prevalence of Plasmodium falciparum infection among asymptomatic individuals in a highland area of Kenya	2005	East Africa	Kenya	Nyanza	228	33	14.47	228	18	7.89	0.3346	0.4063	High_High	High_High	High_High	High_High	Nested	NA	Wet	
Okell et al.	Ofulla	Age‐related differences in the detection of Plasmodium falciparum infection by PCR and microscopy, in an area of Kenya with holo‐endemic malaria.	2005	East Africa	Kenya	Nyanza	301	251	83.39	301	220	73.09	0.3346	0.314	High_High	High_High	High_High	High_High	Nested	NA	NA	Note: sampling date not provided so assume year before publication
Okell et al.	Stich	Malaria in a holoendemic area of Burkina Faso: a cross‐sectional study.	2006	West Africa	Burkina Faso	Boucle Du Mouhoun	201	185	92.04	201	162	80.60	0.7872	0.7872	High_High	High_High	High_High	High_High	Nested	NA	Wet	
Okell et al.	Alves	High prevalence of asymptomatic Plasmodium vivax and Plasmodium falciparum infections in native Amazonian populations	2002	South America	Brazil	NA	164	16	9.76	175	4	2.29	NA	NA	NA	NA	NA	NA	Nested	200	Dry	
Okell et al.	Alves	High prevalence of asymptomatic Plasmodium vivax and Plasmodium falciparum infections in native Amazonian populations	2002	South America	Brazil	NA	142	25	17.61	142	2	1.41	NA	NA	NA	NA	NA	NA	Nested	200	Wet	
Okell et al.	Alves	High prevalence of asymptomatic Plasmodium vivax and Plasmodium falciparum infections in native Amazonian populations	2002	South America	Brazil	NA	125	2	1.60	125	0	0.00	NA	NA	NA	NA	NA	NA	Nested	200	Dry	
Okell et al.	Alves	High prevalence of asymptomatic Plasmodium vivax and Plasmodium falciparum infections in native Amazonian populations	2002	South America	Brazil	NA	128	58	45.31	172	10	5.81	NA	NA	NA	NA	NA	NA	Nested	200	Wet	
Okell et al.	Muller	Prospective risk of morbidity in relation to multiplicity of infection with Plasmodium falciparum in Sao Tome.	2001	West Africa	Sao Tome & Principe	NA	491	321	65.38	491	194	39.51	NA	NA	NA	NA	NA	NA	Nested	NA	NA	
Okell et al.	Alves	Epidemiological characterization of Plasmodium falciparum in the Republic of Cabo Verde: implications for potential large‐scale re‐emergence of malaria.	2006	West Africa	Republic of Cabo Verde	NA	338	3	0.89	338	0	0.00	NA	NA	NA	NA	NA	NA	Nested	NA	NA	
Okell et al.	Alves	Epidemiological characterization of Plasmodium falciparum in the Republic of Cabo Verde: implications for potential large‐scale re‐emergence of malaria.	2006	West Africa	Republic of Cabo Verde	NA	261	10	3.83	261	0	0.00	NA	NA	NA	NA	NA	NA	Nested	NA	NA	
Okell et al.	Cortes	Plasmodium falciparum: distribution of msp2 genotypes among symptomatic and asymptomatic individuals from the Wosera region of Papua New Guinea.	2004	Asia&Oceania	Papua New Guinea	NA	628	330	52.55	628	175	27.87	NA	NA	NA	NA	NA	NA	Nested	NA	NA	
Okell et al.	Roshanravan	Endemic malaria in the Peruvian Amazon region of Iquitos	2003	South America	Peru	NA	819	28	3.42	819	12	1.47	NA	NA	NA	NA	NA	NA	Nested	100	Wet	
Okell et al.	Zwetyenga	No influence of age on infection complexity and allelic distribution in Plasmodium falciparum infections in Ndiop, a Senegalese village with seasonal, mesoendemic malaria.	1998	West Africa	Senegal	Fatick	143	110	76.92	143	52	36.36	0.2301	0.2301	High_High	High_High	High_High	High_High	Nested	200	NA	
Okell et al.	Toma	A field study on malaria prevalence in southeastern Laos by polymerase chain reaction assay.	2001	Asia&Oceania	Lao PDR	NA	143	77	53.85	143	46	32.17	NA	NA	NA	NA	NA	NA	Nested	100	NA	
Okell et al.	Toma	A field study on malaria prevalence in southeastern Laos by polymerase chain reaction assay.	2001	Asia&Oceania	Lao PDR	NA	193	20	10.36	193	7	3.63	NA	NA	NA	NA	NA	NA	Nested	100	NA	
Okell et al.	Mehlotra	Malaria infections are randomly distributed in diverse holoendemic areas of Papua New Guinea.	2002	Asia&Oceania	Papua New Guinea	NA	340	179	52.65	1759	352	20.01	NA	NA	NA	NA	NA	NA	Nested	NA	NA	
Okell et al.	Mehlotra	Malaria infections are randomly distributed in diverse holoendemic areas of Papua New Guinea.	2002	Asia&Oceania	Papua New Guinea	NA	330	195	59.09	972	217	22.33	NA	NA	NA	NA	NA	NA	Nested	NA	NA	
Okell et al.	Owusu-Agyei	Molecular epidemiology of Plasmodium falciparum infections among asymptomatic inhabitants of a holoendemic malarious area in northern Ghana	2002	West Africa	Ghana	Upper East Region	308	252	81.82	308	217	70.45	0.6532	0.6532	High_High	High_High	High_High	High_High	Nested	200	Dry	
Okell et al.	Felger	The use of the polymerase chain reaction for more sensitive detection of Plasmodium falciparum	1995	Asia&Oceania	Papua New Guinea	NA	304	144	47.37	304	75	24.67	NA	NA	NA	NA	NA	NA	Nested	100	NA	
Okell et al.	Snounou	The importance of sensitive detection of malaria parasites in the human and insect hosts in epidemiological studies, as shown by the analysis of field samples from Guinea Bissau.	1993	West Africa	Guinea Bissau	Biombo/Bissau	110	90	81.82	110	28	25.45	0.4522	0.4522	High_High	High_High	High_High	High_High	Nested	NA	Dry	
Okell et al.	Snounou	The importance of sensitive detection of malaria parasites in the human and insect hosts in epidemiological studies, as shown by the analysis of field samples from Guinea Bissau.	1993	West Africa	Guinea Bissau	Biombo/Bissau	79	69	87.34	79	38	48.10	0.4522	0.4522	High_High	High_High	High_High	High_High	Nested	NA	Wet	
Okell et al.	Ntoumi	Age‐dependent carriage of multiple Plasmodium falciparum merozoite surface antigen‐2 alleles in asymptomatic malaria infections	1995	West Africa	Senegal	Fatick	65	50	76.92	65	50	76.92	0.2301	0.2301	High_High	High_High	High_High	High_High	Nested	300	Wet	
Okell et al.	Marques	Plasmodium species mixed infections in two areas of Manhica District, Mozambique	2005	East Africa	Mozambique	Maputo	70	50	71.43	70	43	61.43	0.6098	0.5426	High_High	High_High	High_High	High_High	Nested	NA	Dry	
Okell et al.	Marques	Plasmodium species mixed infections in two areas of Manhica District, Mozambique	2005	East Africa	Mozambique	Maputo	70	55	78.57	70	43	61.43	0.6098	0.5426	High_High	High_High	High_High	High_High	Nested	NA	Wet	
Okell et al.	Marques	Plasmodium species mixed infections in two areas of Manhica District, Mozambique	2005	East Africa	Mozambique	Maputo	81	73	90.12	81	53	65.43	0.6098	0.5426	High_High	High_High	High_High	High_High	Nested	NA	Dry	
Okell et al.	Marques	Plasmodium species mixed infections in two areas of Manhica District, Mozambique	2005	East Africa	Mozambique	Maputo	87	79	90.80	87	66	75.86	0.6098	0.5426	High_High	High_High	High_High	High_High	Nested	NA	Wet	
Okell et al.	Khaminsou	A survey of malarial infection in endemic areas of Savannakhet province, Lao PDR and comparative diagnostic efficiencies of Giemsa staining, acridine orange staining, and semi‐nested multiplex PCR.	2007	Asia&Oceania	Lao PDR	NA	130	18	13.85	130	12	9.23	NA	NA	NA	NA	NA	NA	Semi-Nested	100	Dry	
Okell et al.	Khaminsou	A survey of malarial infection in endemic areas of Savannakhet province, Lao PDR and comparative diagnostic efficiencies of Giemsa staining, acridine orange staining, and semi‐nested multiplex PCR.	2007	Asia&Oceania	Lao PDR	NA	130	32	24.62	130	22	16.92	NA	NA	NA	NA	NA	NA	Semi-Nested	100	Dry	
Okell et al.	Guerra-Neira	Plasmodium diversity in nonmalaria individuals from the Bioko Island in Equatorial Guinea (West Central‐Africa).	2006	West Africa	Equatorial Guinea	Bioko Norte	36	24	66.67	36	18	50.00	NA	NA	NA	NA	NA	NA	Semi-Nested	NA	Dry	Excluded for purposes of archetype stratification due to MAP estimates having lots of 0s interspersed with very high values
Okell et al.	Guerra-Neira	Plasmodium diversity in nonmalaria individuals from the Bioko Island in Equatorial Guinea (West Central‐Africa).	2006	West Africa	Equatorial Guinea	Bioko Norte	35	22	62.86	35	14	40.00	NA	NA	NA	NA	NA	NA	Semi-Nested	NA	Dry	Excluded for purposes of archetype stratification due to MAP estimates having lots of 0s interspersed with very high values
Okell et al.	Guerra-Neira	Plasmodium diversity in nonmalaria individuals from the Bioko Island in Equatorial Guinea (West Central‐Africa).	2006	West Africa	Equatorial Guinea	Bioko Sur	81	50	61.73	81	40	49.38	NA	NA	NA	NA	NA	NA	Semi-Nested	NA	Dry	Excluded for purposes of archetype stratification due to MAP estimates having lots of 0s interspersed with very high values
Okell et al.	Paganotti	Genetic complexity and gametocyte production of Plasmodium falciparum in Fulani and Mossi communities in Burkina Faso.	2006	West Africa	Burkina Faso	Est	92	89	96.74	92	76	82.61	0.5899	0.5824	High_High	High_High	High_High	High_High	Nested	200	Wet	
Okell et al.	Paganotti	Genetic complexity and gametocyte production of Plasmodium falciparum in Fulani and Mossi communities in Burkina Faso.	2006	West Africa	Burkina Faso	Est	58	56	96.55	58	51	87.93	0.5899	0.5824	High_High	High_High	High_High	High_High	Nested	200	Wet	
Okell et al.	Mayor	Plasmodium falciparum multiple infections in Mozambique, its relation to other malariological indices and to prospective risk of malaria morbidity.	2003	East Africa	Mozambique	Maputo	2538	845	33.29	2609	357	13.68	0.6098	0.6098	High_High	High_High	High_High	High_High	Nested	NA	NA	
Okell et al.	Vafa	Multiplicity of Plasmodium falciparum infection in asymptomatic children in Senegal: relation to transmission, age and erythrocyte variants	2008	West Africa	Senegal	Fatick	372	164	44.09	372	130	34.95	0.2301	0.2099	High_High	High_High	High_High	High_High	Nested	200	Dry	
Okell et al.	Vafa	Multiplicity of Plasmodium falciparum infection in asymptomatic children in Senegal: relation to transmission, age and erythrocyte variants	2008	West Africa	Senegal	Fatick	372	190	51.08	372	130	34.95	0.2301	0.2099	High_High	High_High	High_High	High_High	Nested	200	Wet	
Okell et al.	Wataya	DNA diagnosis of falciparum malaria using a double PCR technique: a field trial in the Solomon Islands	1993	Asia&Oceania	Solomon Islands	NA	98	8	8.16	98	8	8.16	NA	NA	NA	NA	NA	NA	Nested	1000	NA	
Okell et al.	Peyerl-Hoffman	Genetic diversity of Plasmodium falciparum and its relationship to parasite density in an area with different malaria endemicities in West Uganda.	2001	West Africa	Uganda	Tororo	406	225	55.42	406	140	34.48	0.8192	0.8192	High_High	High_High	High_High	High_High	Nested	100	Wet	
Okell et al.	Cerutti	Epidemiologic aspects of the malaria transmission cycle in an area of very low incidence in Brazil.	2007	South America	Brazil	NA	1527	10	0.65	1777	0	0.00	NA	NA	NA	NA	NA	NA	Nested	100	NA	
Okell et al.	Dent	A polymerase chain reaction/ligase detection reaction fluorescent microsphere assay to determine Plasmodium falciparum MSP‐119 haplotypes.	2007	West Africa	Kenya	Nyanza	201	141	70.15	201	117	58.21	0.3346	0.3837	High_High	High_High	High_High	High_High	PCR-LDR	NA	Wet	
Okell et al.	Mueller	High sensitivity detection of Plasmodium species reveals positive correlations between infections of different species, shifts in age distribution and reduced local variation in Papua New Guinea.	2009	Asia&Oceania	Papua New Guinea	NA	203	71	34.98	203	45	22.17	NA	NA	NA	NA	NA	NA	PCR-LDR	100	NA	
Okell et al.	Mueller	High sensitivity detection of Plasmodium species reveals positive correlations between infections of different species, shifts in age distribution and reduced local variation in Papua New Guinea.	2009	Asia&Oceania	Papua New Guinea	NA	153	76	49.67	153	45	29.41	NA	NA	NA	NA	NA	NA	PCR-LDR	100	NA	
Okell et al.	Mueller	High sensitivity detection of Plasmodium species reveals positive correlations between infections of different species, shifts in age distribution and reduced local variation in Papua New Guinea.	2009	Asia&Oceania	Papua New Guinea	NA	133	65	48.87	133	41	30.83	NA	NA	NA	NA	NA	NA	PCR-LDR	100	NA	
Okell et al.	Mueller	High sensitivity detection of Plasmodium species reveals positive correlations between infections of different species, shifts in age distribution and reduced local variation in Papua New Guinea.	2009	Asia&Oceania	Papua New Guinea	NA	145	72	49.66	145	31	21.38	NA	NA	NA	NA	NA	NA	PCR-LDR	100	NA	
Okell et al.	Mueller	High sensitivity detection of Plasmodium species reveals positive correlations between infections of different species, shifts in age distribution and reduced local variation in Papua New Guinea.	2009	Asia&Oceania	Papua New Guinea	NA	172	101	58.72	172	58	33.72	NA	NA	NA	NA	NA	NA	PCR-LDR	100	NA	
Okell et al.	Mueller	High sensitivity detection of Plasmodium species reveals positive correlations between infections of different species, shifts in age distribution and reduced local variation in Papua New Guinea.	2009	Asia&Oceania	Papua New Guinea	NA	174	91	52.30	174	57	32.76	NA	NA	NA	NA	NA	NA	PCR-LDR	100	NA	
Okell et al.	Mueller	High sensitivity detection of Plasmodium species reveals positive correlations between infections of different species, shifts in age distribution and reduced local variation in Papua New Guinea.	2009	Asia&Oceania	Papua New Guinea	NA	163	82	50.31	163	38	23.31	NA	NA	NA	NA	NA	NA	PCR-LDR	100	NA	
Okell et al.	Mueller	High sensitivity detection of Plasmodium species reveals positive correlations between infections of different species, shifts in age distribution and reduced local variation in Papua New Guinea.	2009	Asia&Oceania	Papua New Guinea	NA	174	102	58.62	174	49	28.16	NA	NA	NA	NA	NA	NA	PCR-LDR	100	NA	
Okell et al.	Mueller	High sensitivity detection of Plasmodium species reveals positive correlations between infections of different species, shifts in age distribution and reduced local variation in Papua New Guinea.	2009	Asia&Oceania	Papua New Guinea	NA	184	88	47.83	184	61	33.15	NA	NA	NA	NA	NA	NA	PCR-LDR	100	NA	
Okell et al.	Mueller	High sensitivity detection of Plasmodium species reveals positive correlations between infections of different species, shifts in age distribution and reduced local variation in Papua New Guinea.	2009	Asia&Oceania	Papua New Guinea	NA	166	101	60.84	166	48	28.92	NA	NA	NA	NA	NA	NA	PCR-LDR	100	NA	
Okell et al.	Mueller	High sensitivity detection of Plasmodium species reveals positive correlations between infections of different species, shifts in age distribution and reduced local variation in Papua New Guinea.	2009	Asia&Oceania	Papua New Guinea	NA	174	95	54.60	174	57	32.76	NA	NA	NA	NA	NA	NA	PCR-LDR	100	NA	
Okell et al.	Mueller	High sensitivity detection of Plasmodium species reveals positive correlations between infections of different species, shifts in age distribution and reduced local variation in Papua New Guinea.	2009	Asia&Oceania	Papua New Guinea	NA	175	117	66.86	175	75	42.86	NA	NA	NA	NA	NA	NA	PCR-LDR	100	NA	
Okell et al.	Mueller	High sensitivity detection of Plasmodium species reveals positive correlations between infections of different species, shifts in age distribution and reduced local variation in Papua New Guinea.	2009	Asia&Oceania	Papua New Guinea	NA	188	148	78.72	188	85	45.21	NA	NA	NA	NA	NA	NA	PCR-LDR	100	NA	
Okell et al.	Mueller	High sensitivity detection of Plasmodium species reveals positive correlations between infections of different species, shifts in age distribution and reduced local variation in Papua New Guinea.	2009	Asia&Oceania	Papua New Guinea	NA	148	83	56.08	148	23	15.54	NA	NA	NA	NA	NA	NA	PCR-LDR	100	NA	
Okell et al.	Mueller	High sensitivity detection of Plasmodium species reveals positive correlations between infections of different species, shifts in age distribution and reduced local variation in Papua New Guinea.	2009	Asia&Oceania	Papua New Guinea	NA	175	95	54.29	175	43	24.57	NA	NA	NA	NA	NA	NA	PCR-LDR	100	NA	
Okell et al.	Andrade	Age‐dependent acquisition of protective immunity to malaria in riverine populations of the Amazon Basin of Brazil	2009	South America	Brazil	NA	233	8	3.43	275	4	1.45	NA	NA	NA	NA	NA	NA	Nested	100	Dry	
Okell et al.	Andrade	Age‐dependent acquisition of protective immunity to malaria in riverine populations of the Amazon Basin of Brazil	2009	South America	Brazil	NA	277	20	7.22	286	2	0.70	NA	NA	NA	NA	NA	NA	Nested	100	Dry	
Okell et al.	Andrade	Age‐dependent acquisition of protective immunity to malaria in riverine populations of the Amazon Basin of Brazil	2009	South America	Brazil	NA	47	5	10.64	47	1	2.13	NA	NA	NA	NA	NA	NA	Nested	100	Dry	
Okell et al.	Andrade	Age‐dependent acquisition of protective immunity to malaria in riverine populations of the Amazon Basin of Brazil	2009	South America	Brazil	NA	320	11	3.44	321	4	1.25	NA	NA	NA	NA	NA	NA	Nested	100	Dry	
Okell et al.	Andrade	Age‐dependent acquisition of protective immunity to malaria in riverine populations of the Amazon Basin of Brazil	2009	South America	Brazil	NA	165	1	0.61	166	0	0.00	NA	NA	NA	NA	NA	NA	Nested	100	Dry	
Okell et al.	Satoguina	Comparison of surveillance methods applied to a situation of low malaria prevalence at rural sites in The Gambia and Guinea Bissau.	2009	West Africa	Gambia	Upper River	841	219	26.04	934	97	10.39	0.364	0.0398	High_Low	High_Low	High_Low	High_Low	Nested	100	Dry	
Okell et al.	Satoguina	Comparison of surveillance methods applied to a situation of low malaria prevalence at rural sites in The Gambia and Guinea Bissau.	2009	West Africa	Gambia	North Bank Division	689	185	26.85	729	82	11.25	0.2876	0.0319	High_Low	High_Low	High_Low	High_Low	Nested	100	Dry	
Okell et al.	Satoguina	Comparison of surveillance methods applied to a situation of low malaria prevalence at rural sites in The Gambia and Guinea Bissau.	2009	West Africa	Guinea Bissau	Cacheu	818	194	23.72	834	33	3.96	0.3661	0.0271	High_Low	High_Low	High_Low	High_Low	Nested	100	Dry	
Okell et al.	Steenkeste	Sub‐microscopic malaria cases and mixed malaria infection in a remote area of high malaria endemicity in Rattanakiri province, Cambodia: implication for malaria elimination.	2010	Asia&Oceania	Cambodia	NA	204	136	66.67	204	75	36.76	NA	NA	NA	NA	NA	NA	Nested	100	NA	
Okell et al.	Steenkeste	Sub‐microscopic malaria cases and mixed malaria infection in a remote area of high malaria endemicity in Rattanakiri province, Cambodia: implication for malaria elimination.	2010	Asia&Oceania	Cambodia	NA	205	115	56.10	205	68	33.17	NA	NA	NA	NA	NA	NA	Nested	100	NA	
Okell et al.	Steenkeste	Sub‐microscopic malaria cases and mixed malaria infection in a remote area of high malaria endemicity in Rattanakiri province, Cambodia: implication for malaria elimination.	2010	Asia&Oceania	Cambodia	NA	209	126	60.29	209	48	22.97	NA	NA	NA	NA	NA	NA	Nested	100	NA	
Okell et al.	Steenkeste	Sub‐microscopic malaria cases and mixed malaria infection in a remote area of high malaria endemicity in Rattanakiri province, Cambodia: implication for malaria elimination.	2010	Asia&Oceania	Cambodia	NA	202	119	58.91	202	53	26.24	NA	NA	NA	NA	NA	NA	Nested	100	NA	
Okell et al.	Steenkeste	Sub‐microscopic malaria cases and mixed malaria infection in a remote area of high malaria endemicity in Rattanakiri province, Cambodia: implication for malaria elimination.	2010	Asia&Oceania	Cambodia	NA	141	55	39.01	141	20	14.18	NA	NA	NA	NA	NA	NA	Nested	100	NA	
Okell et al.	Steenkeste	Sub‐microscopic malaria cases and mixed malaria infection in a remote area of high malaria endemicity in Rattanakiri province, Cambodia: implication for malaria elimination.	2010	Asia&Oceania	Cambodia	NA	143	88	61.54	143	49	34.27	NA	NA	NA	NA	NA	NA	Nested	100	NA	
Okell et al.	Steenkeste	Sub‐microscopic malaria cases and mixed malaria infection in a remote area of high malaria endemicity in Rattanakiri province, Cambodia: implication for malaria elimination.	2010	Asia&Oceania	Cambodia	NA	118	80	67.80	118	31	26.27	NA	NA	NA	NA	NA	NA	Nested	100	NA	
Okell et al.	Steenkeste	Sub‐microscopic malaria cases and mixed malaria infection in a remote area of high malaria endemicity in Rattanakiri province, Cambodia: implication for malaria elimination.	2010	Asia&Oceania	Cambodia	NA	134	87	64.93	134	38	28.36	NA	NA	NA	NA	NA	NA	Nested	100	NA	
Okell et al.	Katsuragawa	The dynamics of transmission and spatial distribution of malaria in riverside areas of Porto Velho, Rondonia, in the Amazon region of Brazil.	2010	South America	Brazil	NA	205	4	1.95	205	1	0.49	NA	NA	NA	NA	NA	NA	Nested	100	NA	
Okell et al.	da Silva	Epidemiology and control of frontier malaria in Brazil: lessons from community‐based studies in rural Amazonia	2010	South America	Brazil	NA	386	35	9.07	388	6	1.55	NA	NA	NA	NA	NA	NA	Nested	100	Wet	
Okell et al.	da Silva	Epidemiology and control of frontier malaria in Brazil: lessons from community‐based studies in rural Amazonia	2010	South America	Brazil	NA	379	33	8.71	378	6	1.59	NA	NA	NA	NA	NA	NA	Nested	100	Dry	
Okell et al.	da Silva	Epidemiology and control of frontier malaria in Brazil: lessons from community‐based studies in rural Amazonia	2010	South America	Brazil	NA	328	22	6.71	329	0	0.00	NA	NA	NA	NA	NA	NA	Nested	100	Wet	
Okell et al.	da Silva	Epidemiology and control of frontier malaria in Brazil: lessons from community‐based studies in rural Amazonia	2010	South America	Brazil	NA	334	8	2.40	351	1	0.28	NA	NA	NA	NA	NA	NA	Nested	100	Dry	
Okell et al.	Marfurt	Plasmodium falciparum resistance to anti‐malarial drugs in Papua New Guinea: evaluation of a community‐based approach for the molecular monitoring of resistance.	2010	Asia&Oceania	Papua New Guinea	NA	263	102	38.78	258	34	13.18	NA	NA	NA	NA	NA	NA	Nested	NA	Wet	
Okell et al.	Marfurt	Plasmodium falciparum resistance to anti‐malarial drugs in Papua New Guinea: evaluation of a community‐based approach for the molecular monitoring of resistance.	2010	Asia&Oceania	Papua New Guinea	NA	347	71	20.46	346	64	18.50	NA	NA	NA	NA	NA	NA	Nested	NA	Wet	
Okell et al.	Marfurt	Plasmodium falciparum resistance to anti‐malarial drugs in Papua New Guinea: evaluation of a community‐based approach for the molecular monitoring of resistance.	2010	Asia&Oceania	Papua New Guinea	NA	359	131	36.49	358	82	22.91	NA	NA	NA	NA	NA	NA	Nested	NA	Wet	
Okell et al.	Marfurt	Plasmodium falciparum resistance to anti‐malarial drugs in Papua New Guinea: evaluation of a community‐based approach for the molecular monitoring of resistance.	2010	Asia&Oceania	Papua New Guinea	NA	317	129	40.69	314	55	17.52	NA	NA	NA	NA	NA	NA	Nested	NA	Wet	
Okell et al.	Marfurt	Plasmodium falciparum resistance to anti‐malarial drugs in Papua New Guinea: evaluation of a community‐based approach for the molecular monitoring of resistance.	2010	Asia&Oceania	Papua New Guinea	NA	366	147	40.16	356	96	26.97	NA	NA	NA	NA	NA	NA	Nested	NA	Wet	
Okell et al.	Marfurt	Plasmodium falciparum resistance to anti‐malarial drugs in Papua New Guinea: evaluation of a community‐based approach for the molecular monitoring of resistance.	2010	Asia&Oceania	Papua New Guinea	NA	359	115	32.03	358	82	22.91	NA	NA	NA	NA	NA	NA	Nested	NA	NA	
Okell et al.	Pacific Malaria Initiative Survey Group	Malaria on isolated Melanesian islands prior to the initiation of malaria elimination activities	2010	Asia&Oceania	Vanuatu	NA	413	2	0.48	413	0	0.00	NA	NA	NA	NA	NA	NA	Nested	100	NA	
Okell et al.	Liljander	Clearance of asymptomatic P. falciparum Infections Interacts with the number of clones to predict the risk of subsequent malaria in Kenyan children.	2011	East Africa	Kenya	Coast	337	263	78.04	337	243	72.11	0.3424	0.1592	High_Low	High_High	High_High	High_High	Nested	NA	Dry	
Okell et al.	Liljander	Clearance of asymptomatic P. falciparum Infections Interacts with the number of clones to predict the risk of subsequent malaria in Kenyan children.	2011	East Africa	Kenya	Coast	360	212	58.89	360	174	48.33	0.3424	0.1592	High_Low	High_High	High_High	High_High	Nested	NA	Dry	
Okell et al.	Steenkeste	Towards high‐throughput molecular detection of Plasmodium: new approaches and molecular markers.	2009	Asia&Oceania	Cambodia	NA	102	73	71.57	102	59	57.84	NA	NA	NA	NA	NA	NA	Nested	NA	NA	
Okell et al.	Steenkeste	Towards high‐throughput molecular detection of Plasmodium: new approaches and molecular markers.	2009	Asia&Oceania	Cambodia	NA	235	142	60.43	235	77	32.77	NA	NA	NA	NA	NA	NA	Nested	NA	NA	
