Data source	Date of update	Product name	Alternative name	Product type	Non-traditionals categories	Antibacterial class	Indications	Route of administration	R&D phase	Clinical trials	Developer	Pathogen category	Pathogen name	Pathogen activity	Active against priority pathogens?	Innovative?	NCE?	Mycobacterium tuberculosis	Clostridioides difficile
WHO AMR pipeline analysis	Nov-21	SVT-1C469	-	Non-traditional	Microbiome-modulating agents	Live biotherapeutic product	H. pylori	Oral	Phase I	ACTRN12620000923965	Servatus	Priority pathogens	Enterococcus faecium	Other priority pathogens	N/A	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	SVT-1C469	-	Non-traditional	Microbiome-modulating agents	Live biotherapeutic product	H. pylori	Oral	Phase I	ACTRN12620000923965	Servatus	Priority pathogens	Enterobacterales	Critical priority pathogens	N/A	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	SVT-1C469	-	Non-traditional	Microbiome-modulating agents	Live biotherapeutic product	H. pylori	Oral	Phase I	ACTRN12620000923965	Servatus	Priority pathogens	Critical priority pathogens	Critical priority pathogens	N/A	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	SVT-1C469	-	Non-traditional	Microbiome-modulating agents	Live biotherapeutic product	H. pylori	Oral	Phase I	ACTRN12620000923965	Servatus	Priority pathogens	Campylobacter spp.	Other priority pathogens	N/A	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	SVT-1C469	-	Non-traditional	Microbiome-modulating agents	Live biotherapeutic product	H. pylori	Oral	Phase I	ACTRN12620000923965	Servatus	Priority pathogens	All critical priority pathogens	Critical priority pathogens	N/A	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	SVT-1C469	-	Non-traditional	Microbiome-modulating agents	Live biotherapeutic product	H. pylori	Oral	Phase I	ACTRN12620000923965	Servatus	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	N/A	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Taniborbactam + cefepime	VNRX-5133 + cefepime	Antibiotics	NA	Boronate BLI + β-lactam (cephalosporin)	cUTI and AP	IV	Phase III	NCT03840148	VenatoRx Pharmaceuticals, Inc/ GARDP	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	N/A	Yes	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Taniborbactam + cefepime	VNRX-5133 + cefepime	Antibiotics	NA	Boronate BLI + β-lactam (cephalosporin)	cUTI and AP	IV	Phase III	NCT03840148	VenatoRx Pharmaceuticals, Inc/ GARDP	Priority pathogens	Staphylococcus aureus	Other priority pathogens	N/A	Yes	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Taniborbactam + cefepime	VNRX-5133 + cefepime	Antibiotics	NA	Boronate BLI + β-lactam (cephalosporin)	cUTI and AP	IV	Phase III	NCT03840148	VenatoRx Pharmaceuticals, Inc/ GARDP	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	Yes	Yes	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Taniborbactam + cefepime	VNRX-5133 + cefepime	Antibiotics	NA	Boronate BLI + β-lactam (cephalosporin)	cUTI and AP	IV	Phase III	NCT03840148	VenatoRx Pharmaceuticals, Inc/ GARDP	Priority pathogens	Other priority pathogens	Other priority pathogens	N/A	Yes	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Taniborbactam + cefepime	VNRX-5133 + cefepime	Antibiotics	NA	Boronate BLI + β-lactam (cephalosporin)	cUTI and AP	IV	Phase III	NCT03840148	VenatoRx Pharmaceuticals, Inc/ GARDP	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	N/A	Yes	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Taniborbactam + cefepime	VNRX-5133 + cefepime	Antibiotics	NA	Boronate BLI + β-lactam (cephalosporin)	cUTI and AP	IV	Phase III	NCT03840148	VenatoRx Pharmaceuticals, Inc/ GARDP	Priority pathogens	Helicobacter pylori	Other priority pathogens	N/A	Yes	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Taniborbactam + cefepime	VNRX-5133 + cefepime	Antibiotics	NA	Boronate BLI + β-lactam (cephalosporin)	cUTI and AP	IV	Phase III	NCT03840148	VenatoRx Pharmaceuticals, Inc/ GARDP	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	N/A	Yes	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Taniborbactam + cefepime	VNRX-5133 + cefepime	Antibiotics	NA	Boronate BLI + β-lactam (cephalosporin)	cUTI and AP	IV	Phase III	NCT03840148	VenatoRx Pharmaceuticals, Inc/ GARDP	Priority pathogens	Enterococcus faecium	Other priority pathogens	N/A	Yes	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Taniborbactam + cefepime	VNRX-5133 + cefepime	Antibiotics	NA	Boronate BLI + β-lactam (cephalosporin)	cUTI and AP	IV	Phase III	NCT03840148	VenatoRx Pharmaceuticals, Inc/ GARDP	Priority pathogens	Enterobacterales	Critical priority pathogens	Yes	Yes	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Taniborbactam + cefepime	VNRX-5133 + cefepime	Antibiotics	NA	Boronate BLI + β-lactam (cephalosporin)	cUTI and AP	IV	Phase III	NCT03840148	VenatoRx Pharmaceuticals, Inc/ GARDP	Priority pathogens	Critical priority pathogens	Critical priority pathogens	Yes	Yes	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Taniborbactam + cefepime	VNRX-5133 + cefepime	Antibiotics	NA	Boronate BLI + β-lactam (cephalosporin)	cUTI and AP	IV	Phase III	NCT03840148	VenatoRx Pharmaceuticals, Inc/ GARDP	Priority pathogens	Campylobacter spp.	Other priority pathogens	N/A	Yes	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Taniborbactam + cefepime	VNRX-5133 + cefepime	Antibiotics	NA	Boronate BLI + β-lactam (cephalosporin)	cUTI and AP	IV	Phase III	NCT03840148	VenatoRx Pharmaceuticals, Inc/ GARDP	Priority pathogens	All critical priority pathogens	Critical priority pathogens	No	Yes	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Taniborbactam + cefepime	VNRX-5133 + cefepime	Antibiotics	NA	Boronate BLI + β-lactam (cephalosporin)	cUTI and AP	IV	Phase III	NCT03840148	VenatoRx Pharmaceuticals, Inc/ GARDP	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	Possibly	Yes	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	TNP-2092	–	Antibiotics	NA	Rifamycin-quinolizinone hybrid	Gastrointestinal infections (caused by S. aureus and H. pylori)	IV, Oral	Phase II	NCT03964493	Tennor Therapeutics	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	N/A	No	Yes	NA	?
WHO AMR pipeline analysis	Nov-21	TNP-2092	–	Antibiotics	NA	Rifamycin-quinolizinone hybrid	Gastrointestinal infections (caused by S. aureus and H. pylori)	IV, Oral	Phase II	NCT03964493	Tennor Therapeutics	Priority pathogens	Staphylococcus aureus	Other priority pathogens	Possibly	No	Yes	NA	?
WHO AMR pipeline analysis	Nov-21	TNP-2092	–	Antibiotics	NA	Rifamycin-quinolizinone hybrid	Gastrointestinal infections (caused by S. aureus and H. pylori)	IV, Oral	Phase II	NCT03964493	Tennor Therapeutics	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	No	No	Yes	NA	?
WHO AMR pipeline analysis	Nov-21	TNP-2092	–	Antibiotics	NA	Rifamycin-quinolizinone hybrid	Gastrointestinal infections (caused by S. aureus and H. pylori)	IV, Oral	Phase II	NCT03964493	Tennor Therapeutics	Priority pathogens	Other priority pathogens	Other priority pathogens	Possibly	No	Yes	NA	?
WHO AMR pipeline analysis	Nov-21	TNP-2092	–	Antibiotics	NA	Rifamycin-quinolizinone hybrid	Gastrointestinal infections (caused by S. aureus and H. pylori)	IV, Oral	Phase II	NCT03964493	Tennor Therapeutics	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	No	No	Yes	NA	?
WHO AMR pipeline analysis	Nov-21	TNP-2092	–	Antibiotics	NA	Rifamycin-quinolizinone hybrid	Gastrointestinal infections (caused by S. aureus and H. pylori)	IV, Oral	Phase II	NCT03964493	Tennor Therapeutics	Priority pathogens	Helicobacter pylori	Other priority pathogens	Possibly	No	Yes	NA	?
WHO AMR pipeline analysis	Nov-21	TNP-2092	–	Antibiotics	NA	Rifamycin-quinolizinone hybrid	Gastrointestinal infections (caused by S. aureus and H. pylori)	IV, Oral	Phase II	NCT03964493	Tennor Therapeutics	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	Possibly	No	Yes	NA	?
WHO AMR pipeline analysis	Nov-21	TNP-2092	–	Antibiotics	NA	Rifamycin-quinolizinone hybrid	Gastrointestinal infections (caused by S. aureus and H. pylori)	IV, Oral	Phase II	NCT03964493	Tennor Therapeutics	Priority pathogens	Enterococcus faecium	Other priority pathogens	Possibly	No	Yes	NA	?
WHO AMR pipeline analysis	Nov-21	TNP-2092	–	Antibiotics	NA	Rifamycin-quinolizinone hybrid	Gastrointestinal infections (caused by S. aureus and H. pylori)	IV, Oral	Phase II	NCT03964493	Tennor Therapeutics	Priority pathogens	Enterobacterales	Critical priority pathogens	No	No	Yes	NA	?
WHO AMR pipeline analysis	Nov-21	TNP-2092	–	Antibiotics	NA	Rifamycin-quinolizinone hybrid	Gastrointestinal infections (caused by S. aureus and H. pylori)	IV, Oral	Phase II	NCT03964493	Tennor Therapeutics	Priority pathogens	Critical priority pathogens	Critical priority pathogens	No	No	Yes	NA	?
WHO AMR pipeline analysis	Nov-21	TNP-2092	–	Antibiotics	NA	Rifamycin-quinolizinone hybrid	Gastrointestinal infections (caused by S. aureus and H. pylori)	IV, Oral	Phase II	NCT03964493	Tennor Therapeutics	Priority pathogens	Campylobacter spp.	Other priority pathogens	N/A	No	Yes	NA	?
WHO AMR pipeline analysis	Nov-21	TNP-2092	–	Antibiotics	NA	Rifamycin-quinolizinone hybrid	Gastrointestinal infections (caused by S. aureus and H. pylori)	IV, Oral	Phase II	NCT03964493	Tennor Therapeutics	Priority pathogens	All critical priority pathogens	Critical priority pathogens	No	No	Yes	NA	?
WHO AMR pipeline analysis	Nov-21	TNP-2092	–	Antibiotics	NA	Rifamycin-quinolizinone hybrid	Gastrointestinal infections (caused by S. aureus and H. pylori)	IV, Oral	Phase II	NCT03964493	Tennor Therapeutics	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	No	No	Yes	NA	?
WHO AMR pipeline analysis	Nov-21	TNP-2198	-	Antibiotics	NA	rifamycin-nitroimidazole conjugate	Helicobacter pylori infection, Clostridioides difficile infection, and bacterial vaginosis	Oral	Phase II	CTR20190734	TenNor Therapeutics	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	TNP-2198	-	Antibiotics	NA	rifamycin-nitroimidazole conjugate	Helicobacter pylori infection, Clostridioides difficile infection, and bacterial vaginosis	Oral	Phase II	CTR20190734	TenNor Therapeutics	Priority pathogens	Staphylococcus aureus	Other priority pathogens	No	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	TNP-2198	-	Antibiotics	NA	rifamycin-nitroimidazole conjugate	Helicobacter pylori infection, Clostridioides difficile infection, and bacterial vaginosis	Oral	Phase II	CTR20190734	TenNor Therapeutics	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	TNP-2198	-	Antibiotics	NA	rifamycin-nitroimidazole conjugate	Helicobacter pylori infection, Clostridioides difficile infection, and bacterial vaginosis	Oral	Phase II	CTR20190734	TenNor Therapeutics	Priority pathogens	Other priority pathogens	Other priority pathogens	Yes	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	TNP-2198	-	Antibiotics	NA	rifamycin-nitroimidazole conjugate	Helicobacter pylori infection, Clostridioides difficile infection, and bacterial vaginosis	Oral	Phase II	CTR20190734	TenNor Therapeutics	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	Possibly	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	TNP-2198	-	Antibiotics	NA	rifamycin-nitroimidazole conjugate	Helicobacter pylori infection, Clostridioides difficile infection, and bacterial vaginosis	Oral	Phase II	CTR20190734	TenNor Therapeutics	Priority pathogens	Helicobacter pylori	Other priority pathogens	Yes	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	TNP-2198	-	Antibiotics	NA	rifamycin-nitroimidazole conjugate	Helicobacter pylori infection, Clostridioides difficile infection, and bacterial vaginosis	Oral	Phase II	CTR20190734	TenNor Therapeutics	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	No	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	TNP-2198	-	Antibiotics	NA	rifamycin-nitroimidazole conjugate	Helicobacter pylori infection, Clostridioides difficile infection, and bacterial vaginosis	Oral	Phase II	CTR20190734	TenNor Therapeutics	Priority pathogens	Enterococcus faecium	Other priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	TNP-2198	-	Antibiotics	NA	rifamycin-nitroimidazole conjugate	Helicobacter pylori infection, Clostridioides difficile infection, and bacterial vaginosis	Oral	Phase II	CTR20190734	TenNor Therapeutics	Priority pathogens	Enterobacterales	Critical priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	TNP-2198	-	Antibiotics	NA	rifamycin-nitroimidazole conjugate	Helicobacter pylori infection, Clostridioides difficile infection, and bacterial vaginosis	Oral	Phase II	CTR20190734	TenNor Therapeutics	Priority pathogens	Critical priority pathogens	Critical priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	TNP-2198	-	Antibiotics	NA	rifamycin-nitroimidazole conjugate	Helicobacter pylori infection, Clostridioides difficile infection, and bacterial vaginosis	Oral	Phase II	CTR20190734	TenNor Therapeutics	Priority pathogens	Campylobacter spp.	Other priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	TNP-2198	-	Antibiotics	NA	rifamycin-nitroimidazole conjugate	Helicobacter pylori infection, Clostridioides difficile infection, and bacterial vaginosis	Oral	Phase II	CTR20190734	TenNor Therapeutics	Priority pathogens	All critical priority pathogens	Critical priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	TNP-2198	-	Antibiotics	NA	rifamycin-nitroimidazole conjugate	Helicobacter pylori infection, Clostridioides difficile infection, and bacterial vaginosis	Oral	Phase II	CTR20190734	TenNor Therapeutics	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	TRL1068	-	Non-traditional	Antibodies	Antibody	Gram-negative and Gram-positive bacterial infections	IV	Phase I	NCT04763759	Trellis Bioscience	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	Yes	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	TRL1068	-	Non-traditional	Antibodies	Antibody	Gram-negative and Gram-positive bacterial infections	IV	Phase I	NCT04763759	Trellis Bioscience	Priority pathogens	Staphylococcus aureus	Other priority pathogens	Yes	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	TRL1068	-	Non-traditional	Antibodies	Antibody	Gram-negative and Gram-positive bacterial infections	IV	Phase I	NCT04763759	Trellis Bioscience	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	Yes	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	TRL1068	-	Non-traditional	Antibodies	Antibody	Gram-negative and Gram-positive bacterial infections	IV	Phase I	NCT04763759	Trellis Bioscience	Priority pathogens	Other priority pathogens	Other priority pathogens	Yes	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	TRL1068	-	Non-traditional	Antibodies	Antibody	Gram-negative and Gram-positive bacterial infections	IV	Phase I	NCT04763759	Trellis Bioscience	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	Yes	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	TRL1068	-	Non-traditional	Antibodies	Antibody	Gram-negative and Gram-positive bacterial infections	IV	Phase I	NCT04763759	Trellis Bioscience	Priority pathogens	Helicobacter pylori	Other priority pathogens	Possibly	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	TRL1068	-	Non-traditional	Antibodies	Antibody	Gram-negative and Gram-positive bacterial infections	IV	Phase I	NCT04763759	Trellis Bioscience	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	Yes	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	TRL1068	-	Non-traditional	Antibodies	Antibody	Gram-negative and Gram-positive bacterial infections	IV	Phase I	NCT04763759	Trellis Bioscience	Priority pathogens	Enterococcus faecium	Other priority pathogens	Yes	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	TRL1068	-	Non-traditional	Antibodies	Antibody	Gram-negative and Gram-positive bacterial infections	IV	Phase I	NCT04763759	Trellis Bioscience	Priority pathogens	Enterobacterales	Critical priority pathogens	Yes	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	TRL1068	-	Non-traditional	Antibodies	Antibody	Gram-negative and Gram-positive bacterial infections	IV	Phase I	NCT04763759	Trellis Bioscience	Priority pathogens	Critical priority pathogens	Critical priority pathogens	Yes	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	TRL1068	-	Non-traditional	Antibodies	Antibody	Gram-negative and Gram-positive bacterial infections	IV	Phase I	NCT04763759	Trellis Bioscience	Priority pathogens	Campylobacter spp.	Other priority pathogens	Possibly	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	TRL1068	-	Non-traditional	Antibodies	Antibody	Gram-negative and Gram-positive bacterial infections	IV	Phase I	NCT04763759	Trellis Bioscience	Priority pathogens	All critical priority pathogens	Critical priority pathogens	Yes	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	TRL1068	-	Non-traditional	Antibodies	Antibody	Gram-negative and Gram-positive bacterial infections	IV	Phase I	NCT04763759	Trellis Bioscience	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	Yes	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	TXA709	-	Antibiotics	NA	Diflurobenzamide (FtsZ inhibitor)	MRSA	IV, Oral	Phase I	Not registered	TAXIS Pharmaceuticals	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	No	Yes	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	TXA709	-	Antibiotics	NA	Diflurobenzamide (FtsZ inhibitor)	MRSA	IV, Oral	Phase I	Not registered	TAXIS Pharmaceuticals	Priority pathogens	Staphylococcus aureus	Other priority pathogens	Yes	Yes	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	TXA709	-	Antibiotics	NA	Diflurobenzamide (FtsZ inhibitor)	MRSA	IV, Oral	Phase I	Not registered	TAXIS Pharmaceuticals	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	No	Yes	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	TXA709	-	Antibiotics	NA	Diflurobenzamide (FtsZ inhibitor)	MRSA	IV, Oral	Phase I	Not registered	TAXIS Pharmaceuticals	Priority pathogens	Other priority pathogens	Other priority pathogens	Yes	Yes	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	TXA709	-	Antibiotics	NA	Diflurobenzamide (FtsZ inhibitor)	MRSA	IV, Oral	Phase I	Not registered	TAXIS Pharmaceuticals	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	No	Yes	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	TXA709	-	Antibiotics	NA	Diflurobenzamide (FtsZ inhibitor)	MRSA	IV, Oral	Phase I	Not registered	TAXIS Pharmaceuticals	Priority pathogens	Helicobacter pylori	Other priority pathogens	No	Yes	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	TXA709	-	Antibiotics	NA	Diflurobenzamide (FtsZ inhibitor)	MRSA	IV, Oral	Phase I	Not registered	TAXIS Pharmaceuticals	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	Yes	Yes	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	TXA709	-	Antibiotics	NA	Diflurobenzamide (FtsZ inhibitor)	MRSA	IV, Oral	Phase I	Not registered	TAXIS Pharmaceuticals	Priority pathogens	Enterococcus faecium	Other priority pathogens	No	Yes	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	TXA709	-	Antibiotics	NA	Diflurobenzamide (FtsZ inhibitor)	MRSA	IV, Oral	Phase I	Not registered	TAXIS Pharmaceuticals	Priority pathogens	Enterobacterales	Critical priority pathogens	Possibly	Yes	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	TXA709	-	Antibiotics	NA	Diflurobenzamide (FtsZ inhibitor)	MRSA	IV, Oral	Phase I	Not registered	TAXIS Pharmaceuticals	Priority pathogens	Critical priority pathogens	Critical priority pathogens	Yes	Yes	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	TXA709	-	Antibiotics	NA	Diflurobenzamide (FtsZ inhibitor)	MRSA	IV, Oral	Phase I	Not registered	TAXIS Pharmaceuticals	Priority pathogens	Campylobacter spp.	Other priority pathogens	No	Yes	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	TXA709	-	Antibiotics	NA	Diflurobenzamide (FtsZ inhibitor)	MRSA	IV, Oral	Phase I	Not registered	TAXIS Pharmaceuticals	Priority pathogens	All critical priority pathogens	Critical priority pathogens	No	Yes	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	TXA709	-	Antibiotics	NA	Diflurobenzamide (FtsZ inhibitor)	MRSA	IV, Oral	Phase I	Not registered	TAXIS Pharmaceuticals	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	Possibly	Yes	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	VNRX-7145 + ceftibuten	–	Antibiotics	NA	Boronate-BLI + cephalosporin	Gram-negative infections	Oral	Phase I	NCT04243863	Venatorx	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	N/A	Yes	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	VNRX-7145 + ceftibuten	–	Antibiotics	NA	Boronate-BLI + cephalosporin	Gram-negative infections	Oral	Phase I	NCT04243863	Venatorx	Priority pathogens	Staphylococcus aureus	Other priority pathogens	N/A	Yes	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	VNRX-7145 + ceftibuten	–	Antibiotics	NA	Boronate-BLI + cephalosporin	Gram-negative infections	Oral	Phase I	NCT04243863	Venatorx	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	Possibly	Yes	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	VNRX-7145 + ceftibuten	–	Antibiotics	NA	Boronate-BLI + cephalosporin	Gram-negative infections	Oral	Phase I	NCT04243863	Venatorx	Priority pathogens	Other priority pathogens	Other priority pathogens	N/A	Yes	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	VNRX-7145 + ceftibuten	–	Antibiotics	NA	Boronate-BLI + cephalosporin	Gram-negative infections	Oral	Phase I	NCT04243863	Venatorx	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	N/A	Yes	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	VNRX-7145 + ceftibuten	–	Antibiotics	NA	Boronate-BLI + cephalosporin	Gram-negative infections	Oral	Phase I	NCT04243863	Venatorx	Priority pathogens	Helicobacter pylori	Other priority pathogens	N/A	Yes	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	VNRX-7145 + ceftibuten	–	Antibiotics	NA	Boronate-BLI + cephalosporin	Gram-negative infections	Oral	Phase I	NCT04243863	Venatorx	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	N/A	Yes	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	VNRX-7145 + ceftibuten	–	Antibiotics	NA	Boronate-BLI + cephalosporin	Gram-negative infections	Oral	Phase I	NCT04243863	Venatorx	Priority pathogens	Enterococcus faecium	Other priority pathogens	N/A	Yes	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	VNRX-7145 + ceftibuten	–	Antibiotics	NA	Boronate-BLI + cephalosporin	Gram-negative infections	Oral	Phase I	NCT04243863	Venatorx	Priority pathogens	Enterobacterales	Critical priority pathogens	Yes	Yes	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	VNRX-7145 + ceftibuten	–	Antibiotics	NA	Boronate-BLI + cephalosporin	Gram-negative infections	Oral	Phase I	NCT04243863	Venatorx	Priority pathogens	Critical priority pathogens	Critical priority pathogens	Yes	Yes	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	VNRX-7145 + ceftibuten	–	Antibiotics	NA	Boronate-BLI + cephalosporin	Gram-negative infections	Oral	Phase I	NCT04243863	Venatorx	Priority pathogens	Campylobacter spp.	Other priority pathogens	N/A	Yes	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	VNRX-7145 + ceftibuten	–	Antibiotics	NA	Boronate-BLI + cephalosporin	Gram-negative infections	Oral	Phase I	NCT04243863	Venatorx	Priority pathogens	All critical priority pathogens	Critical priority pathogens	No	Yes	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	VNRX-7145 + ceftibuten	–	Antibiotics	NA	Boronate-BLI + cephalosporin	Gram-negative infections	Oral	Phase I	NCT04243863	Venatorx	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	Possibly	Yes	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	"XNW4107 +imipenem 
+ cilastin"	-	Antibiotics	NA	"BLI + carbapenem + 
degradation inhibitor"	HABP/VABP	IV	Phase I	NCT04802863, NCT04482569	Sinovent	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	"XNW4107 +imipenem 
+ cilastin"	-	Antibiotics	NA	"BLI + carbapenem + 
degradation inhibitor"	HABP/VABP	IV	Phase I	NCT04802863, NCT04482569	Sinovent	Priority pathogens	Staphylococcus aureus	Other priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	"XNW4107 +imipenem 
+ cilastin"	-	Antibiotics	NA	"BLI + carbapenem + 
degradation inhibitor"	HABP/VABP	IV	Phase I	NCT04802863, NCT04482569	Sinovent	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	Possibly	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	"XNW4107 +imipenem 
+ cilastin"	-	Antibiotics	NA	"BLI + carbapenem + 
degradation inhibitor"	HABP/VABP	IV	Phase I	NCT04802863, NCT04482569	Sinovent	Priority pathogens	Other priority pathogens	Other priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	"XNW4107 +imipenem 
+ cilastin"	-	Antibiotics	NA	"BLI + carbapenem + 
degradation inhibitor"	HABP/VABP	IV	Phase I	NCT04802863, NCT04482569	Sinovent	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	"XNW4107 +imipenem 
+ cilastin"	-	Antibiotics	NA	"BLI + carbapenem + 
degradation inhibitor"	HABP/VABP	IV	Phase I	NCT04802863, NCT04482569	Sinovent	Priority pathogens	Helicobacter pylori	Other priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	"XNW4107 +imipenem 
+ cilastin"	-	Antibiotics	NA	"BLI + carbapenem + 
degradation inhibitor"	HABP/VABP	IV	Phase I	NCT04802863, NCT04482569	Sinovent	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	N/A	No	Yes	NA	NA
