Gene	Beta_Untreated_day14	Beta_5d-release_etoposide	Depmap
JMJD1C	-0.025979082	-0.034730666	-0.057813015
ACOT11	-0.27632319	-0.285137976	-0.026705427
KCNJ5	-0.016132967	-0.024977883	0.22175676
CACNA1A	-0.451038013	-0.459923705	-0.234310928
SLC2A11	-0.164565362	-0.173469316	0.000321489
SMPDL3B	-0.234992258	-0.244003595	-0.08545847
AQP9	-0.123252125	-0.132303794	-0.178606167
SLC18A1	-0.182210004	-0.191375369	0.146918926
PLA2G5	0.104231049	0.095049295	-0.035975178
PIGM	-0.490814295	-0.500138011	-0.2330095
TYW5	-0.077333081	-0.08675589	-0.020139524
MANEA	0.384213354	0.374654088	0.108264887
ATP1B2	-0.069064366	-0.078762571	-0.16395589
PC	-0.260473347	-0.270232779	-0.636763681
ECH1	-0.120731823	-0.130538668	0.041645595
MPI	-0.209119348	-0.218977586	-0.092936821
ATP6V0D2	0.01047341	0.00059383	0.105076089
FABP4	-0.180933422	-0.190823325	0.034777257
AQP12B	0.011853888	0.001894361	-0.191740157
DOHH	-0.93074225	-0.940768474	-0.793097761
PHYKPL	-0.262053275	-0.272087081	-0.19033976
SIRT2	-0.336360477	-0.346471517	-0.100861325
ECI2	-0.155477612	-0.16569823	-0.010451418
AMY2B	-0.222049483	-0.232311579	-0.166672661
DCT	0.033738427	0.023395356	-0.060077508
SLC39A13	-0.407242393	-0.417642771	-0.083023567
AIFM2	-0.02014093	-0.030815398	-0.11532732
FTMT	-0.112159762	-0.122836942	-0.248593711
DGKD	-0.018279142	-0.029007806	-0.074478981
GRIA4	-0.071392549	-0.082268761	0.002667167
PKD1	-0.660574462	-0.671512389	-0.299764443
CYP4V2	-0.109027712	-0.119973389	0.157167989
ATP11A	0.092731697	0.081743611	0.009718626
DSEL	-0.330116599	-0.341234173	0.17629153
GABRR3	-0.284526179	-0.295740058	
NT5E	-0.11097292	-0.122274989	0.013449905
UGGT1	-0.323733687	-0.335076755	-0.025281803
GUCY1B1	0.062158182	0.050700318	
GYS1	-0.341833349	-0.353336683	0.026189861
CA14	-0.402136063	-0.413735995	0.083818647
NDUFA4	-0.351439315	-0.363160241	-0.494597592
OASL	-0.080653458	-0.09240939	-0.087681849
ADH1A	0.041172939	0.029374421	0.033491594
IDS	0.196530477	0.184680062	-0.005660527
KCNK15	-0.133333333	-0.145499069	-0.011005085
TMLHE	-0.164729674	-0.176908976	0.126686229
SLC5A12	-0.054379878	-0.066651568	0.169102879
ATP6V1B1	-0.484974879	-0.497278705	-0.082670533
P4HA1	-0.180010744	-0.192337908	0.058135889
CIDEB	-0.180023383	-0.192408683	-0.138776814
ASIC4	-0.040327361	-0.052782516	-0.156794962
ENO3	-0.332657124	-0.345155103	-0.19277587
AGXT2	0.045800234	0.033299597	-0.006622842
SCN3B	-0.206755775	-0.219430545	-0.122583696
FAHD2B	-0.483091604	-0.495792431	-0.210953413
ACACB	-0.134812146	-0.147537387	-0.079995981
HMGCS1	-0.797295162	-0.810033052	-1.088407596
GAPDHS	-0.334818466	-0.347660535	0.071190882
DHRS12	0.136834455	0.123790988	0.036888005
ARSI	-0.026223023	-0.039325374	-0.256363473
MPC2	-0.188441242	-0.201666041	-0.199778365
CPE	-0.225828673	-0.239063506	-0.22875761
STARD13	-0.01702531	-0.030345452	0.173497998
SLC6A17	-0.602003349	-0.615416192	-0.197409281
SLC2A7	-0.141940784	-0.155365092	-0.086829512
KDM4D	-0.134369766	-0.147877106	0.069794567
GSTT1	0.099445761	0.085922162	
ATP11C	-0.287205738	-0.300779232	0.150218904
AMDHD1	0.014157424	0.00045521	-0.03981811
NUDT19	-0.14956236	-0.163306038	0.034011465
OGFOD2	-0.069686226	-0.083562526	0.018930208
LDHC	-0.17101147	-0.184906542	0.006179973
HSD17B4	-0.193813	-0.207738529	-0.259669155
CYP27C1	-0.342098777	-0.35602613	0.048104637
PFKFB2	-0.215160995	-0.229126708	-0.172482902
TMCO3	-0.257654754	-0.271634122	-0.313087497
MFSD5	-0.427604512	-0.441677932	0.100739998
ENPP3	-0.305254842	-0.319477964	0.068484854
SDR9C7	-0.250210131	-0.264542476	-0.020174298
CYP7B1	-0.048371094	-0.062920315	0.103316615
NAMPT	-0.171946788	-0.186562675	-0.30954598
KCNH1	-0.041073087	-0.05589095	0.00791255
SLC35A3	-0.442506399	-0.457474893	-0.172951978
SLC7A9	-0.083108036	-0.098098278	-0.054711384
SLC25A13	0.134230733	0.119080209	-0.127235538
PNPO	0.001501059	-0.013687585	-0.12482474
GPD2	0.127670869	0.112417459	0.042031324
SLC6A18	-0.240680001	-0.255950401	0.179256874
AQP10	-0.337043006	-0.35235999	-0.196448157
XYLB	-0.0086187	-0.023991281	0.16248742
PIK3R5	-0.394286978	-0.40968767	0.121568698
APOO	0.11052422	0.095043633	0.107137361
AIFM3	-0.388359086	-0.403898282	-0.200375277
NAA20	-0.420943533	-0.436695378	-0.748353154
PLCH2	-0.346497298	-0.362339252	0.128015254
SLC22A2	-0.018372674	-0.034429165	-0.068988995
CDO1	-0.072655228	-0.088719186	0.102886092
ACSL5	-0.06986065	-0.085987275	0.089905647
FN3KRP	0.05499289	0.038865337	-0.053505439
GUCY2C	-0.052044112	-0.068178891	0.098631665
NNT	-0.291781211	-0.307955808	0.002183331
GBA2	-0.366126331	-0.382411018	0.028911545
GLRX5	-0.238101558	-0.254393353	-0.618502512
CDIPT	-1.136916611	-1.153220612	-1.079667424
TRPM7	-0.14025974	-0.156568266	-0.770627278
MFSD10	-0.029621765	-0.045982462	-0.006954342
ATP6V0E2	0.180440484	0.164027942	0.139205323
LDHD	-0.229443549	-0.245942828	-0.041424648
ATP1B3	-0.365077259	-0.381646649	-0.495593782
AQP8	-0.184358707	-0.200944137	0.106820499
SLC14A2	-0.099883085	-0.116496925	-0.129367911
ERO1B	-0.10636332	-0.122982738	
CLCA4	-0.09782665	-0.114527967	0.024204099
ABCG2	-0.39867286	-0.415392128	0.136247075
UGT1A3	-0.140563087	-0.157304325	-0.186733115
MICAL2	-0.246620533	-0.263367612	0.048892455
NIPA1	-0.209751319	-0.226550501	0.088843044
ST6GALNAC3	-0.246152874	-0.262957117	-0.084404314
CERS6	-0.052275413	-0.069106042	0.082962332
CYP2W1	-0.31791955	-0.334807811	-0.14541223
SLC35F3	-0.022685247	-0.039884495	-0.092740901
CROT	-0.047181723	-0.064454715	0.042654655
NAT8L	0.015833412	-0.001578988	-0.007088384
UGT2A1	-0.143685025	-0.161112015	-0.212039831
NDST1	-0.20731191	-0.224766974	-0.106460226
GLOD4	0.111154928	0.093570099	-0.082093151
MAN2A1	-0.224248744	-0.241852038	0.115968615
SLC10A3	0.031925933	0.01424699	0.042719284
SLC7A3	-0.178266502	-0.196004048	-0.046256142
ABCC9	0.095748728	0.077938751	0.026318713
SLC2A6	-0.029439757	-0.047317277	-0.142104146
PIP5KL1	0.036578507	0.018660514	-0.061840501
SLC9C1	-0.306923247	-0.324927633	0.045538161
ATP2A1	-0.401137549	-0.419157354	-0.085765403
SLC9A3	0.020671786	0.002594891	-0.265414346
GLYR1	-0.007798528	-0.025926267	0.038692428
SLC7A10	-0.372420767	-0.390734148	-0.118595782
DAO	-0.214920846	-0.233274118	-0.168359383
SLC25A37	-0.14602332	-0.164381817	-0.079732321
SLC35E1	-0.386652763	-0.405030681	-0.098269171
SLC8B1	-0.204960976	-0.22345056	-0.059478102
SLC34A1	0.150763106	0.132245759	-0.14600995
MDH1	-0.177230069	-0.195876653	0.153114257
TMEM104	0.043833539	0.025160482	-0.284969171
SLC22A12	-0.534129617	-0.552865322	0.029197077
MSMO1	-0.080578886	-0.099360903	0.179246473
SPTLC2	-0.610787752	-0.62958533	-0.189353991
HS3ST4	-0.385211868	-0.404039832	0.069051308
NME5	-0.024428224	-0.043277445	-0.310443023
CA10	0.213328278	0.194461155	-0.14553796
PTGS1	-0.073198723	-0.09206684	0.142109851
MGST3	-0.3438051	-0.362763902	0.04239677
SYNJ1	-0.298063008	-0.317043307	0.109338275
CETP	-0.231061396	-0.250090238	-0.076735914
FDPS	-1.091958163	-1.111024608	-0.768420572
CEL	-0.275931368	-0.295088929	0.031427198
NT5C	-0.307049641	-0.326470526	-0.286518186
ABHD2	-0.065895662	-0.085340392	-0.144664793
GLRA3	-0.026019528	-0.045610186	0.087596935
SLC7A8	-0.170164629	-0.189832476	-0.068048628
EDEM1	-0.062019149	-0.081777583	0.047273513
KHK	-0.225980346	-0.245744658	-0.101492769
PNPLA4	0.08412551	0.064232481	0.085629665
MOGAT2	-0.101610895	-0.121550254	0.045616568
SLC6A7	-0.23827851	-0.258229353	-0.178341149
SLC6A2	-0.044735994	-0.06473923	-0.080795329
CA6	-0.285132872	-0.305167277	-0.204309665
ADA	0.123389895	0.103331375	0.063351427
TRPC4	0.011149746	-0.008970437	0.021016957
TYR	0.057583973	0.037461162	0.138133986
HSD17B3	-0.063540936	-0.083739463	-0.173396712
ST6GALNAC4	-0.24956552	-0.269765664	-0.265221942
CACNA2D2	-0.318071223	-0.338332401	-0.082116442
ATP6V1G3	0.057123898	0.036788801	0.20151396
MINPP1	-0.154175751	-0.174686644	-0.054420222
PRPSAP2	-0.042778146	-0.063337887	-0.012402047
ME2	-0.133813632	-0.154416709	-0.260816227
ATP13A3	-0.205466553	-0.226083387	-0.128816815
FUCA2	-0.149069422	-0.16970409	-0.035773056
TRPC6	0.127329605	0.106604007	0.038513035
GCNT3	-0.341833349	-0.362608197	-0.099253523
SLC37A4	0.099318103	0.078472394	
LPL	0.194192183	0.173327766	0.205113245
ACSF3	-0.186191424	-0.207101555	-0.02211879
G6PD	-0.669712769	-0.690734856	-0.194223686
RNLS	0.116182893	0.09506345	0.007615312
CHRNA1	-0.130628496	-0.151812192	-0.022161559
ABHD8	-0.248061428	-0.269256085	-0.04969047
SLC35E4	-0.247846557	-0.269369325	0.131817317
RETSAT	-0.398786615	-0.420332217	-0.161101855
MMEL1	-0.070838942	-0.092386742	-0.128056949
KCNH5	-0.222630897	-0.24418761	-0.04884704
SLC11A2	-0.375087686	-0.396679241	-0.14903791
SLC2A5	-0.468012766	-0.489606704	-0.022160034
GGT6	-0.147135589	-0.168741551	-0.164792679
NDUFA1	-0.197756501	-0.21938808	-0.405017576
UEVLD	-0.266628748	-0.288478552	0.071041161
LYZL4	0.171276898	0.14933507	-0.333873042
SORD	0.168306633	0.146362523	0.018961815
GLB1L3	-0.183271716	-0.205247252	-0.003869239
NOX1	-0.113833223	-0.135940209	-0.006109745
RDH14	0.014943597	-0.007383947	0.066385224
SLC25A30	-0.082932347	-0.105269192	-0.065466235
CYP2E1	-0.045847	-0.068476145	-0.078009724
SLC8A2	-0.173691029	-0.196372078	0.007723782
OAT	0.217006351	0.19424883	-0.094143573
RDH13	-0.09367839	-0.116455875	-0.218498412
SLC40A1	-0.171036749	-0.193824181	0.025997558
PNPLA6	-0.483496066	-0.506352049	-0.125558056
NT5C1B	-0.244535027	-0.267401782	0.166203804
CYB5D2	-0.111429203	-0.134432704	-0.138005887
NT5C3A	-0.177609252	-0.200646883	-0.261153029
NDUFA7	-0.474623187	-0.497731664	-0.08020933
EDN1	0.075195753	0.052064858	-0.024760246
BBOX1	-0.067063545	-0.090198382	0.113402103
SLC25A27	-0.379144943	-0.402284614	-0.056301386
DMGDH	-0.140563087	-0.163758997	0.155071858
ABCB4	-0.072206528	-0.095611248	-0.018695173
SCN11A	-0.332657124	-0.356125215	0.122416662
UGT2B17	0.093487534	0.06985201	0.153732277
NCEH1	0.215830884	0.192139738	-0.00330363
SLC2A13	-0.170404778	-0.194163901	-0.068420747
SOAT1	-0.397800739	-0.421563701	-0.039132959
ACSM2B	0.163857554	0.140055063	0.320830158
ALG10B	-0.283540304	-0.307375454	0.031935139
AQP5	-0.404133093	-0.427990063	-0.086533137
SLC44A3	-0.22189781	-0.245758813	-0.23802344
SLC8A3	0.023430973	-0.000524201	0.063688991
SLC35B2	-0.606212279	-0.630208149	-0.343964256
AASDHPPT	-0.388409644	-0.412419582	-0.55998428
ACYP2	-0.087352356	-0.111378483	0.097607381
GRIK3	-0.037316649	-0.061349111	0.00273597
SDHAF3	-0.108194774	-0.132261329	
VAMP7	-0.111541694	-0.135744871	0.099018695
SLC39A1	-0.58893418	-0.613278789	-0.053774313
PIK3C2A	-0.22279521	-0.247174312	-0.026220215
SLC45A3	-0.314810251	-0.33929494	0.051662569
GALNT11	-0.274667425	-0.299377889	0.10445283
CIDEC	0.029909944	0.005083196	-0.031386169
TCN2	0.039417322	0.01450178	-0.060138571
KCNE1	0.189654628	0.164693226	0.243427925
KCNQ2	-0.50486934	-0.529863475	0.021236873
ANKRD23	-0.101197586	-0.126200166	-0.205620217
TXNRD1	-1.28075331	-1.305797173	-0.695417511
NUDT16	0.024732834	-0.000400345	-0.040829194
GNPTAB	-0.291187158	-0.316363868	-0.177959317
ATP2B1	-0.202888109	-0.228121705	-0.18672864
UCK1	-0.200271748	-0.225701202	-0.25687374
CHST12	-0.275147723	-0.300651837	0.024339242
SLC36A3	0.062580339	0.037029435	0.047509078
SLC17A1	-0.025439378	-0.051195742	0.026101625
PIGZ	0.09654122	0.070721126	-0.05984402
TTYH2	-0.200486618	-0.226309867	-0.201512929
PDE6D	0.057535943	0.031636387	-0.158773215
KDM5A	0.143849338	0.117901099	-0.126509552
SCN1B	-0.081785951	-0.1080464	-0.150149887
SLC7A2	0.143078333	0.116784271	0.164238611
NUDT6	-0.144228521	-0.170567544	0.099760099
MBOAT7	-0.011788542	-0.038204299	0.025933698
HSD11B1	-0.235636869	-0.262121973	-0.168140918
ASAH2B	-0.13783297	-0.164523366	-0.229115809
CPT2	-0.278484532	-0.305195586	-0.222614918
GALK2	0.218940184	0.192196358	-0.139512648
CFTR	-0.143204727	-0.170029655	0.033457807
MAN2B2	0.005374159	-0.021838308	0.132449005
SOD3	0.170404778	0.143121032	0.133768561
SLCO4A1	-0.233993743	-0.261286829	-0.137508599
NMNAT2	-0.15907985	-0.186392815	-0.050260657
KIAA1191	-0.170303662	-0.197646026	-0.02315286
CYP2A7	-0.031962587	-0.059307963	0.174004906
ATP6V0D1	-0.872360729	-0.899733179	-0.513978574
GLRA1	-0.235952855	-0.263579937	-0.077824476
TRPV3	-0.46393023	-0.491814881	0.082606185
PIK3R6	-0.502568964	-0.530486294	
AOC1	-0.067388378	-0.095510747	-0.10562614
ADH7	-0.276386387	-0.304799247	0.067870756
ITPKC	-0.186684362	-0.215141585	-0.095456648
OSBPL8	-0.096347837	-0.124815808	-0.016127723
MFSD1	-0.344348595	-0.372913025	-0.105713219
INPP1	-0.172224855	-0.200816743	0.049806029
P4HA3	0.020650299	-0.007955667	-0.109376688
LSS	-0.251031693	-0.279730772	0.021105314
ABHD12	0.071991658	0.04325055	-0.021460721
UGT2A1	-0.253521661	-0.282306979	0.238305006
TST	0.082050115	0.053232644	0.018013511
PMP2	-0.127683509	-0.156525801	0.142395098
MOGAT3	-0.024300566	-0.053195841	-0.120450142
HEXB	-0.175397352	-0.204355488	0.024781466
ALMS1	-0.447903435	-0.476980459	0.002697075
PLA2G4F	-0.021828293	-0.051011727	-0.139489585
GNS	-0.222997441	-0.25228426	-0.143032943
DUOX2	0.078737321	0.049449017	-0.223866731
LDHB	0.059872974	0.030581841	0.069138749
STARD9	-0.197010775	-0.226366487	-0.147411084
ATP8B2	-0.316832559	-0.346230882	0.013412369
ALG13	-0.410718236	-0.440163349	-1.522798013
CA2	-0.388005182	-0.417458756	-0.005175738
CAV3	0.114554934	0.085047384	0.056822319
GLT1D1	-0.10791797	-0.137539722	-0.024474921
PDE7A	-0.26881537	-0.298556899	-0.056743823
SLC6A15	-0.004317123	-0.034202685	0.035538326
IL6	-0.037042374	-0.067050739	0.18516907
BPHL	0.073318798	0.043227902	-0.009837738
PLOD1	-0.163200303	-0.193300447	0.023378009
ABCB9	-0.236104528	-0.266241074	-0.113676253
NUDT18	0.055792966	0.025637505	
ORAI1	0.047143805	0.016925113	
CYP4F2	0.046970645	0.016506126	-0.333758043
GABRR2	-0.199058363	-0.229523048	-0.092515928
DUS4L	0.12593042	0.095445634	-0.096984747
SLC12A2	-0.267121686	-0.29776422	0.087820016
PIK3R3	-0.081191898	-0.111920619	0.065863841
GRIN1	0.020928366	-0.009812942	0.072567266
NRIP1	-0.013299207	-0.044053138	0.16005335
SRXN1	0.191740133	0.160970466	-0.235754252
SLC9A7	-0.093406642	-0.124197236	-0.011707202
SLC37A3	-0.086264101	-0.117084357	-0.023404236
CACNA1S	-0.362979113	-0.393805779	-0.02706033
PFKFB4	0.12473473	0.093880093	-0.271090046
PTGES	0.057773565	0.026808122	-0.095956432
PLOD2	-0.325970866	-0.356946204	0.046433807
SLC17A3	-0.066899232	-0.097894446	0.102624655
PI4K2A	-0.086720384	-0.11773407	-0.184270438
NDST2	-0.27145701	-0.302491985	-0.068753708
PGLS	-0.295434006	-0.326583766	-0.310550427
PAM	-0.004257971	-0.035442662	0.096964126
SLC7A11	-0.25508895	-0.286369459	0.095932271
DHRS4L2	0.053418018	0.022132731	0.015757856
EHD1	-0.21704427	-0.248377485	-0.123662435
SIRT7	-0.21239296	-0.243805426	-0.153290504
GBE1	-0.141852308	-0.173271146	-0.050497219
HTATIP2	-0.173071697	-0.204511193	0.031710561
LIPE	-0.234524599	-0.266028749	-0.142811883
ABHD12B	-0.115203337	-0.146857948	-0.088269614
KCNN1	-0.249009385	-0.280735776	-0.226199953
SLC6A20	-0.287205738	-0.31898254	-0.030980076
MAT1A	-0.219597434	-0.251406651	-0.121688371
B3GNT5	-0.014272443	-0.046220266	-0.079763463
NDUFC2	-0.242651752	-0.274663288	-0.429595169
SGPP1	-0.323025879	-0.355063591	
SLC22A8	-0.403855026	-0.436001784	-0.112612266
GLOD5	-0.015896609	-0.048097216	0.152399175
GFPT1	-0.785350902	-0.817591813	-0.46018022
ASPG	-0.097228805	-0.129673798	0.066735857
KDM2B	-0.536569027	-0.569016158	-0.069131217
KCNH8	-0.313874933	-0.346443207	0.023887996
ADCY9	-0.498941448	-0.531590383	0.035361046
LBR	-0.224413057	-0.257068645	0.140159129
PLCG1	-0.103123835	-0.13585811	0.018757445
SLC35A2	-0.163035991	-0.195791724	-0.209333848
CYP26C1	0.105415363	0.072589583	-0.231448992
KCNE5	0.159168326	0.126238384	
AK7	0.017249028	-0.015738925	-0.09369326
ACOT2	-0.054845009	-0.087852901	0.112642079
GLRX3	0.180592157	0.147183512	-0.528489658
ECHDC3	0.05682308	0.023398187	0.055036557
PTGIS	-0.232047271	-0.265589944	-0.096904781
FTCD	-0.166537113	-0.200137303	-0.286958313
ATP13A2	-0.17278099	-0.206393806	-0.101057577
ABCA2	0.082208108	0.048582732	-0.0205558
KCNJ6	-0.276841407	-0.31057448	-0.072511045
GSTZ1	-0.061297437	-0.095158288	0.187677957
AOAH	-0.085096218	-0.118959892	0.289990121
EGLN3	-0.108346447	-0.142243423	0.062110153
GABRB2	-0.09194426	-0.125929805	-0.000791236
PLCXD1	0.013752962	-0.020234548	0.018214987
SV2C	-0.092360097	-0.12641249	-0.113123793
ARSH	0.167497709	0.133255009	0.100279042
VAT1	-0.251486713	-0.285732485	-0.190804911
FA2H	0.017070812	-0.017235107	-0.146705074
GSTK1	0.034634563	0.000186648	0.061636091
TRPV2	-0.143116251	-0.177602571	-0.295733246
VAT1L	-0.402237179	-0.436751998	0.01266055
GSTO2	-0.051347679	-0.085866957	-0.033334723
CYP4F8	-0.27830758	-0.312867587	
TALDO1	-0.142319967	-0.176993906	-0.016988458
CHRND	-0.177798843	-0.212565378	-0.36485879
GRIA1	0.153872405	0.119050484	-0.058610717
ACSL3	-0.009233987	-0.044089941	-0.456186135
COMT	-0.042754132	-0.077698117	-0.248431404
NOX5	-0.090135558	-0.125101739	0.096431951
PPA2	-0.660346952	-0.695363535	-0.643231643
CRP	-0.341618479	-0.376635785	-0.143596993
STEAP3	-0.120281859	-0.155393402	-0.172824963
PCYT1B	0.040736879	0.005569844	0.003630561
KDM1A	-0.694498689	-0.729760144	-0.272447909
ALDH1A2	-0.000135002	-0.035401612	0.005958498
SLC4A8	-0.305671944	-0.340951073	-0.008841014
GLRB	0.245179638	0.209861777	-0.022333673
PDE4A	-0.43142162	-0.466760561	-0.2021217
SLC7A13	-0.177735646	-0.213159888	-0.140031572
INPPL1	-0.104052833	-0.139508681	-0.031820344
PLA2G4E	-0.489980093	-0.52550374	-0.171933637
SLC6A9	-0.299390148	-0.334963516	-0.163281199
MDH1B	-0.049830948	-0.08541966	0.063182182
PAH	0.04079502	0.005198417	0.022097423
ATP6AP2	-0.489676747	-0.525291416	-1.331735075
SLC4A5	-0.41525579	-0.4509636	-0.52307165
GUCY1A1	-0.043829747	-0.079658582	
SLC15A4	-0.139172749	-0.175111294	-0.050177229
SLC25A17	-0.073446456	-0.1094803	-0.167804633
SLC27A6	-0.185041236	-0.221228228	0.009141435
GLS	-0.152305116	-0.188572682	-0.174790922
ALDH3A2	0.017360255	-0.019041283	0.070931004
AQP2	-0.380547919	-0.416991641	-0.140050755
FABP1	-0.467355516	-0.503818307	-0.050887377
PIGH	-0.380408886	-0.416892557	-0.473673159
ST8SIA6	-0.120188327	-0.156964605	-0.070077693
SLC25A14	-0.154921478	-0.191715089	0.14108143
CYP21A2	0.128517711	0.091609634	-0.10756948
STRA6	0.10057699	0.06366062	-0.097067442
SLC31A2	-0.17987171	-0.216981733	0.202385732
SLC10A7	0.06460644	0.027357335	-0.036244196
KDM8	-0.413789617	-0.451062685	-0.669559821
SLC41A1	-0.364723355	-0.402001515	0.11888901
LOXL2	-0.037188991	-0.074525985	-0.063923956
NT5C3B	0.062027996	0.024680628	-0.304223887
CPT1B	-0.052949095	-0.090298882	-0.279008016
ASPHD1	-0.234145417	-0.271506727	-0.175275547
OSBPL11	-0.459847695	-0.497321169	-0.012923256
SLC39A2	-0.014214302	-0.051712399	0.186925351
SLC25A28	-0.222883686	-0.260395066	-0.415842317
NIT2	-0.163111827	-0.200745968	0.037588963
ACSM5	-0.19866654	-0.236458989	0.089109073
ITGB3	0.101954688	0.064143305	-0.191599816
AGMAT	-0.448535406	-0.486450143	-0.186885267
GCDH	-0.128176446	-0.166193654	0.086628628
KMO	-0.147818119	-0.185883236	-0.032903357
ATP1B4	0.037486018	-0.000662765	-0.18551893
ITPA	0.024899675	-0.013622614	-0.145927966
NAGPA	-0.45598003	-0.494532638	-0.19530443
CA9	-0.176749771	-0.215424685	-0.057310391
HTR3B	-0.09923721	-0.137940308	0.084242508
LOXL1	-0.099206876	-0.13794597	-0.094721067
PXDNL	-0.257225013	-0.295994848	0.138924191
GABRR1	0.186873953	0.148046966	-0.017020811
AUH	-0.129389832	-0.168260282	-0.073069425
TPI1	-0.838512339	-0.877396616	-0.925590523
SHMT2	-0.097020255	-0.136006738	-0.241085469
C1GALT1	-0.129832212	-0.168897256	-0.004109652
RRM1	-1.704932537	-1.744176994	-1.734383911
ALDH3A1	-0.160255316	-0.199514484	-0.108599153
AASDH	-0.554074636	-0.593376883	-0.056094938
ENTPD7	-0.166246406	-0.205770987	0.012241788
ALKBH8	-0.049806933	-0.089401457	-0.000445201
IP6K3	-0.01072721	-0.050485162	-0.14722514
AADACL2	0.113532404	0.073704996	0.152754572
LDHA	-0.299933643	-0.33977621	0.022507917
PLD3	-0.298113565	-0.337978527	-0.023905241
EPHX1	-0.149751951	-0.189676771	0.002739916
CKMT1B	-0.072442886	-0.112382071	0.125683971
GABRA6	0.094971403	0.054864714	0.018769013
GBGT1	-0.125993617	-0.166151189	0.056974151
UROC1	-0.0895592	-0.129997948	-0.178914864
EPN3	-0.276411666	-0.316887602	-0.142089086
HS6ST2	-0.041617847	-0.082147028	0.126064685
ACAA1	-0.0356533	-0.076247231	-0.019017849
LIPF	-0.105133504	-0.145782169	0.024170161
SCN2A	-0.05632635	-0.097156972	-0.12886049
FADS3	-0.200714128	-0.241724643	-0.09678932
HPGD	0.022756027	-0.018262759	0.189619747
KCNK17	-0.348961987	-0.390012244	0.013065179
SLC17A6	0.015276014	-0.025797456	0.018550283
SARDH	-0.376920403	-0.41809573	-0.123942016
SLC4A10	-0.047477486	-0.088751743	-0.005464611
GALNT6	-0.399696654	-0.440998492	-0.178003199
AADAT	0.030892028	-0.01046308	0.047466366
ST3GAL6	-0.209131987	-0.250543197	-0.085400543
SLC38A6	0.102459001	0.060942863	-0.027753664
ENOPH1	-0.359579107	-0.401180526	0.080450798
AMDHD2	-0.356267577	-0.397981499	-0.009921531
SLC6A3	0.105019749	0.063281267	0.141450986
CYP2A6	0.155894714	0.114086331	0.075490064
ATP4B	-0.08004171	-0.121905544	0.099574052
ABCB6	0.160811451	0.118865053	-0.072559612
PIP5K1B	-0.352020729	-0.394032259	0.226737386
CYP2C8	0.159471672	0.117387273	-0.033842333
SLC46A3	-0.070304294	-0.112462755	-0.193765967
ABAT	-0.208816002	-0.251052777	-0.076862107
CNDP1	0.069995892	0.027708379	-0.016139827
UGT2B15	-0.114322369	-0.156738126	-0.070405089
DPEP2	-0.045012797	-0.087446653	-0.191209148
ACBD7	0.095873859	0.053415244	0.13420923
SLC35F4	0.1566278	0.114106148	
INPP5F	-0.017269251	-0.05982462	0.086598723
MAN2C1	-0.168407748	-0.21103664	-0.194909613
PIP5K1C	-0.221518627	-0.264358461	0.03928708
TXNDC12	-0.06791797	-0.110904291	-0.015525825
SLCO1B7	0.163806996	0.120795793	0.257796114
ABCC3	0.073558947	0.030506819	-0.24872586
SLC47A1	-0.031545486	-0.07483881	-0.129951077
CHRNA3	-0.076027428	-0.119571387	0.166315562
CHRNA9	-0.214478466	-0.258045338	-0.173049812
SLC25A32	0.082479856	0.03886109	-0.066576657
GRIA3	0.13960249	0.095935397	0.137868432
SLC16A6	0.071794483	0.02805093	-0.084249345
UCKL1	0.248832433	0.204907533	-0.055608915
SLC20A2	-0.236761778	-0.280721621	-0.240411959
ATP2B4	-0.299478624	-0.343484815	-0.281622851
AKR1B10	0.140803236	0.096694104	0.018266525
ASL	-0.321837773	-0.366005393	-0.241524459
APOC4	0.089319051	0.045137409	0.058408992
CS	-0.545441906	-0.589753208	-0.498306949
SLC16A12	-0.187328973	-0.23168876	-0.095631701
ADIPOQ	0.135911777	0.091458176	0.073880556
AKR1C4	0.029715297	-0.014807528	0.048287757
ST8SIA4	-0.143470155	-0.188119723	-0.060593647
HADH	-0.15442854	-0.199089835	-0.145354821
DHRS9	-0.13960249	-0.184269567	0.105661777
ATP6V1D	-0.834682592	-0.879463243	-0.792140986
AKR1C3	-0.11394445	-0.158748133	0.026613917
INPP5D	-0.031199166	-0.076041984	
ALKBH6	-0.127064177	-0.171997197	-0.016856462
TAP1	-0.463841754	-0.508857481	-0.191137119
SLC23A3	-0.0820261	-0.127149965	-0.084622797
CHST2	0.017941669	-0.027203046	-0.086143849
AKR1C2	0.010448384	-0.034696694	0.215980229
NDUFS6	0.295206497	0.250047773	-0.073854158
PTER	0.031358423	-0.013804364	0.011788626
CLC	-0.037328025	-0.082526381	0.004809494
CHRNA10	-0.204809303	-0.250047773	-0.12179485
PFKL	-0.076256201	-0.121645092	-0.101689431
ENTPD4	-0.059744052	-0.105266361	0.055826959
UTY	0.23893576	0.193314602	
HMOX1	-0.089311467	-0.135093741	0.061879102
TSTA3	-0.222188517	-0.268081221	-0.20832377
GGPS1	-0.788814106	-0.834846737	-1.312025199
HK3	-0.120767213	-0.166958023	-0.058554266
KCNJ8	-0.017158024	-0.063419985	0.058778418
SLC43A1	-0.190766897	-0.237095964	0.044127989
ST3GAL2	-0.008792113	-0.055135074	0.015538618
DHRS4	-0.034447499	-0.080833445	-0.260785717
MMAB	0.030064145	-0.016445259	-0.30561925
RYR1	-0.24822574	-0.294834139	-0.251977975
